domain,task,model,representation_id,f1,precision,recall,threshold,n_valid,n_failed,ap_pr,stats_path,preds_path
weapon,binary_0,gpt4,fe_gpt_schema,0.6966,0.6458,0.7561,65.3266,141,0,0.7006069705014337,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_gpt_schema_v6score_gpt4_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_gpt_schema_v6score_gpt4_binary_0_preds.csv
weapon,binary_0,gpt51_thinking,fe_gpt_schema,0.6465,0.5517,0.7805,65.3266,141,0,0.7022988985072817,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_gpt_schema_v6score_gpt51_thinking_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_gpt_schema_v6score_gpt51_thinking_binary_0_preds.csv
weapon,binary_0,gpt52,fe_gpt_schema,0.6863,0.5738,0.8537,58.2915,141,0,0.6841638292337059,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_gpt_schema_v6score_gpt52_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_gpt_schema_v6score_gpt52_binary_0_preds.csv
weapon,binary_0,gpt5mini,fe_gpt_schema,0.675,0.6923,0.6585,65.3266,141,0,0.6558497980744178,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_gpt_schema_v6score_gpt5mini_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_gpt_schema_v6score_gpt5mini_binary_0_preds.csv
weapon,binary_0,llama3_70b,fe_gpt_schema,0.5254,0.4026,0.7561,48.2412,141,0,0.461175698196035,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_gpt_schema_v6score_llama3_70b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_gpt_schema_v6score_llama3_70b_binary_0_preds.csv
weapon,binary_0,mistral,fe_gpt_schema,0.576,0.4286,0.878,45.2261,141,0,0.5419650366454403,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_gpt_schema_v6score_mistral_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_gpt_schema_v6score_mistral_binary_0_preds.csv
weapon,binary_0,qwen3_235b,fe_gpt_schema,0.6512,0.6222,0.6829,50.2513,141,0,0.6729968062285117,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_gpt_schema_v6score_qwen3_235b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_gpt_schema_v6score_qwen3_235b_binary_0_preds.csv
weapon,binary_0,qwen_hf,fe_gpt_schema,0.641,0.6757,0.6098,58.2915,141,0,0.6320500104439358,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_gpt_schema_v6score_qwen_hf_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_gpt_schema_v6score_qwen_hf_binary_0_preds.csv
weapon,binary_0,gemini_25_pro,fe_manual_format,0.7556,0.6939,0.8293,35.1759,141,0,0.7366643444789907,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_gemini_25_pro_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_gemini_25_pro_binary_0_preds.csv
weapon,binary_0,gemini_3_flash,fe_manual_format,0.76,0.6441,0.9268,72.3618,141,0,0.7413664176214702,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_gemini_3_flash_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_gemini_3_flash_binary_0_preds.csv
weapon,binary_0,gemma3_27b,fe_manual_format,0.5714,0.6897,0.4878,65.3266,141,0,0.5506179726352741,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_gemma3_27b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_gemma3_27b_binary_0_preds.csv
weapon,binary_0,gpt4,fe_manual_format,0.8,0.7037,0.9268,60.3015,141,0,0.8230153957941106,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_gpt4_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_gpt4_binary_0_preds.csv
weapon,binary_0,gpt51_thinking,fe_manual_format,0.7792,0.8333,0.7317,72.3618,141,0,0.8029069515276023,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_gpt51_thinking_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_gpt51_thinking_binary_0_preds.csv
weapon,binary_0,gpt52,fe_manual_format,0.7234,0.6415,0.8293,58.2915,141,0,0.7364537440631733,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_gpt52_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_gpt52_binary_0_preds.csv
weapon,binary_0,gpt5mini,fe_manual_format,0.7059,0.6818,0.7317,66.3317,141,0,0.7442348362457678,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_gpt5mini_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_gpt5mini_binary_0_preds.csv
weapon,binary_0,llama3_70b,fe_manual_format,0.5714,0.8182,0.439,65.3266,141,0,0.6128505367553194,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_llama3_70b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_llama3_70b_binary_0_preds.csv
weapon,binary_0,mistral,fe_manual_format,0.6585,0.6585,0.6585,65.3266,141,0,0.6653285010856721,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_mistral_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_mistral_binary_0_preds.csv
weapon,binary_0,qwen3_235b,fe_manual_format,0.6735,0.5789,0.8049,50.2513,141,0,0.6937767410245901,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_qwen3_235b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_qwen3_235b_binary_0_preds.csv
weapon,binary_0,qwen_hf,fe_manual_format,0.7692,0.8108,0.7317,58.2915,141,0,0.7482214560852071,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_qwen_hf_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_manual_format_v6score_qwen_hf_binary_0_preds.csv
weapon,binary_0,gemini_25_pro,fe_my_gpt_extracted,0.7416,0.6875,0.8049,40.201,141,0,0.7402800298844092,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_my_gpt_extracted_v6score_gemini_25_pro_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_my_gpt_extracted_v6score_gemini_25_pro_binary_0_preds.csv
weapon,binary_0,gpt4,fe_my_gpt_extracted,0.7609,0.6863,0.8537,65.3266,141,0,0.7513830369202896,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_my_gpt_extracted_v6score_gpt4_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_my_gpt_extracted_v6score_gpt4_binary_0_preds.csv
weapon,binary_0,gpt52,fe_my_gpt_extracted,0.75,0.7692,0.7317,62.3116,141,0,0.7891975695048545,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_my_gpt_extracted_v6score_gpt52_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_my_gpt_extracted_v6score_gpt52_binary_0_preds.csv
weapon,binary_0,gpt5mini,fe_my_gpt_extracted,0.7397,0.8438,0.6585,70.3518,141,0,0.7618915990035062,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_my_gpt_extracted_v6score_gpt5mini_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_my_gpt_extracted_v6score_gpt5mini_binary_0_preds.csv
weapon,binary_0,gemini_25_pro,gpt_free,0.6667,0.5574,0.8293,25.1256,141,0,0.6669666044872072,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gemini_25_pro_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gemini_25_pro_binary_0_preds.csv
weapon,binary_0,gemini_3_flash,gpt_free,0.7333,0.6735,0.8049,75.3769,141,0,0.6484071559698402,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gemini_3_flash_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gemini_3_flash_binary_0_preds.csv
weapon,binary_0,gemma3_27b,gpt_free,0.6306,0.5,0.8537,45.2261,141,0,0.534318440672886,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gemma3_27b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gemma3_27b_binary_0_preds.csv
weapon,binary_0,gpt4,gpt_free,0.716,0.725,0.7073,68.3417,141,0,0.7554780406523272,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gpt4_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gpt4_binary_0_preds.csv
weapon,binary_0,gpt51_thinking,gpt_free,0.7033,0.64,0.7805,65.3266,141,0,0.7225123758055153,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gpt51_thinking_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gpt51_thinking_binary_0_preds.csv
weapon,binary_0,gpt52,gpt_free,0.7222,0.8387,0.6341,62.3116,141,0,0.7829389037011127,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gpt52_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gpt52_binary_0_preds.csv
weapon,binary_0,gpt5mini,gpt_free,0.6829,0.6829,0.6829,62.3116,141,0,0.679878260809953,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gpt5mini_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gpt5mini_binary_0_preds.csv
weapon,binary_0,llama3_70b,gpt_free,0.5684,0.5,0.6585,58.2915,141,0,0.5550102779246566,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_llama3_70b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_llama3_70b_binary_0_preds.csv
weapon,binary_0,mistral,gpt_free,0.6111,0.4925,0.8049,60.3015,141,0,0.6003891037066841,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_mistral_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_mistral_binary_0_preds.csv
weapon,binary_0,qwen3_235b,gpt_free,0.7037,0.5672,0.9268,35.1759,141,0,0.6958491319140306,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_qwen3_235b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_qwen3_235b_binary_0_preds.csv
weapon,binary_0,qwen_hf,gpt_free,0.6481,0.5224,0.8537,35.1759,141,0,0.6472396504786149,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_qwen_hf_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_qwen_hf_binary_0_preds.csv
weapon,binary_0,gemini_25_pro,gpt_law,0.6019,0.5,0.7561,35.1759,141,0,0.5934151672607915,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gemini_25_pro_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gemini_25_pro_binary_0_preds.csv
weapon,binary_0,gemini_3_flash,gpt_law,0.68,0.5763,0.8293,75.3769,141,0,0.6445515790757957,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gemini_3_flash_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gemini_3_flash_binary_0_preds.csv
weapon,binary_0,gemma3_27b,gpt_law,0.5781,0.4253,0.9024,45.2261,141,0,0.5361216132303122,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gemma3_27b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gemma3_27b_binary_0_preds.csv
weapon,binary_0,gpt4,gpt_law,0.6263,0.5345,0.7561,65.3266,141,0,0.6682291042765478,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gpt4_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gpt4_binary_0_preds.csv
weapon,binary_0,gpt51_thinking,gpt_law,0.7097,0.6346,0.8049,68.3417,141,0,0.7227215128995055,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gpt51_thinking_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gpt51_thinking_binary_0_preds.csv
weapon,binary_0,gpt52,gpt_law,0.6757,0.7576,0.6098,66.3317,141,0,0.7237517302203395,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gpt52_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gpt52_binary_0_preds.csv
weapon,binary_0,gpt5mini,gpt_law,0.6207,0.587,0.6585,65.3266,141,0,0.6295822086500712,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gpt5mini_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gpt5mini_binary_0_preds.csv
weapon,binary_0,llama3_70b,gpt_law,0.5669,0.4186,0.878,55.2764,141,0,0.5723864993117334,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_llama3_70b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_llama3_70b_binary_0_preds.csv
weapon,binary_0,mistral,gpt_law,0.5846,0.427,0.9268,60.3015,141,0,0.5697433402237944,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_mistral_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_mistral_binary_0_preds.csv
weapon,binary_0,qwen3_235b,gpt_law,0.6526,0.5741,0.7561,50.2513,141,0,0.6473014074408117,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_qwen3_235b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_qwen3_235b_binary_0_preds.csv
weapon,binary_0,qwen_hf,gpt_law,0.6207,0.48,0.878,40.201,141,0,0.5623024344325327,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_qwen_hf_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_qwen_hf_binary_0_preds.csv
weapon,binary_0,gemini_25_pro,gpt_manual_features,0.6869,0.5862,0.8293,35.1759,141,0,0.661364043482972,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/gpt_manual_features_v6score_gemini_25_pro_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/gpt_manual_features_v6score_gemini_25_pro_binary_0_preds.csv
weapon,binary_0,gemini_3_flash,gpt_manual_features,0.7674,0.7333,0.8049,78.392,141,0,0.7345426693599805,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/gpt_manual_features_v6score_gemini_3_flash_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/gpt_manual_features_v6score_gemini_3_flash_binary_0_preds.csv
weapon,binary_0,gemma3_27b,gpt_manual_features,0.6197,0.7333,0.5366,65.3266,141,0,0.6082289187983343,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/gpt_manual_features_v6score_gemma3_27b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/gpt_manual_features_v6score_gemma3_27b_binary_0_preds.csv
weapon,binary_0,gpt4,gpt_manual_features,0.7174,0.6471,0.8049,65.3266,141,0,0.7284513907021953,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/gpt_manual_features_v6score_gpt4_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/gpt_manual_features_v6score_gpt4_binary_0_preds.csv
weapon,binary_0,gpt51_thinking,gpt_manual_features,0.7556,0.6939,0.8293,70.3518,141,0,0.7591716375059149,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/gpt_manual_features_v6score_gpt51_thinking_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/gpt_manual_features_v6score_gpt51_thinking_binary_0_preds.csv
weapon,binary_0,gpt52,gpt_manual_features,0.7674,0.7333,0.8049,62.3116,141,0,0.7556973371761312,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/gpt_manual_features_v6score_gpt52_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/gpt_manual_features_v6score_gpt52_binary_0_preds.csv
