verdict_1,verdict_2,domain,source
תפ_12699-03-18,תפ_30003-03-22,drugs,internal_corrected
תפ_20685-11-16,תפ_56754-10-20,drugs,internal_corrected
תפ_1316-04-19,תפ_35683-04-18,weapon,external_cocite + internal_corrected
תפ_69278-05-18,תפ_73367-01-19,drugs,internal_corrected
תפ_14963-02-23,תפ_44279-06-21,drugs,internal_corrected
תפ_34792-10-18,תפ_67029-11-18,drugs,internal_corrected
תפ_14611-12-21,תפ_20685-11-16,drugs,internal_corrected
תפ_48152-02-20,תפ_7027-07-19,drugs,external_cocite + internal_corrected
תפ_25537-07-24,תפ_43983-05-19,drugs,internal_corrected
תפ_21355-08-18,תפ_44336-03-19,drugs,internal_corrected
תפ_33697-12-18,תפ_58944-08-21,drugs,internal_corrected
תפ_38531-11-18,תפ_40055-03-18,drugs,external_cocite + internal_corrected
תפ_52552-05-20,תפ_62573-05-18,drugs,internal_corrected
תפ_27593-03-13,תפ_33666-05-15,drugs,internal_corrected
תפ_36801-10-22,תפ_899-04-18,drugs,internal_corrected
תפ_36469-02-12,תפ_59087-01-18,drugs,external_cocite + internal_corrected
תפ_30618-02-18,תפ_7833-06-21,drugs,internal_corrected
תפ_52882-04-15,תפ_5687-03-23,drugs,internal_corrected
תפ_3526-04-21,תפ_5726-02-16,drugs,internal_corrected
תפ_47450-01-23,תפ_51170-10-23,weapon,internal_corrected
תפ_14802-02-23,תפ_36267-12-23,weapon,internal_corrected
תפ_23062-12-21,תפ_37495-01-20,drugs,internal_corrected
תפ_13781-01-24,תפ_2330-02-20,drugs,internal_corrected
תפ_17021-03-13,תפ_27295-12-17,drugs,internal_corrected
תפ_50079-03-13,תפ_65292-07-23,drugs,internal_corrected
תפ_44336-03-19,תפ_44877-06-13,drugs,internal_corrected
תפ_39019-05-15,תפ_53219-03-14,drugs,internal_corrected
תפ_327-04-17,תפ_5496-11-20,drugs,internal_corrected
תפ_11592-05-19,תפ_41189-09-15,drugs,internal_corrected
תפ_12194-06-23,תפ_45644-11-22,drugs,internal_corrected
תפ_13289-03-15,תפ_27021-01-14,drugs,internal_corrected
תפ_14825-04-13,תפ_20534-02-12,drugs,internal_corrected
תפ_39214-12-15,תפ_40239-09-17,drugs,internal_corrected
תפ_27021-01-14,תפ_3256-16,drugs,internal_corrected
תפ_37764-03-21,תפ_53625-07-22,drugs,internal_corrected
תפ_34053-04-18,תפ_43263-03-21,drugs,internal_corrected
תפ_38631-06-20,תפ_5486-09-21,drugs,internal_corrected
תפ_3618-03-23,תפ_47941-06-15,drugs,internal_corrected
תפ_49625-04-17,תפ_5911-11-16,drugs,internal_corrected
תפ_27402-11-21,תפ_45539-04-17,drugs,internal_corrected
תפ_23282-05-17,תפ_542-12-12,drugs,internal_corrected
תפ_17021-03-13,תפ_54487-02-16,drugs,internal_corrected
תפ_13535-03-19,תפ_20685-11-16,drugs,internal_corrected
תפ_18846-06-20,תפ_31579-08-23,drugs,internal_corrected
תפ_39491-09-17,תפ_9860-10-15,drugs,internal_corrected
תפ_3618-03-23,תפ_54487-02-16,drugs,internal_corrected
תפ_12480-04-16,תפ_21009-03-15,weapon,internal_corrected
תפ_16015-05-21,תפ_65292-07-23,drugs,internal_corrected
תפ_30717-01-19,תפ_36831-09-13,drugs,internal_corrected
תפ_36801-10-22,תפ_38176-10-14,drugs,internal_corrected
תפ_20484-05-16,תפ_2275-06-17,drugs,internal_corrected
תפ_14963-02-23,תפ_37764-03-21,drugs,internal_corrected
תפ_1197-11-21,תפ_21605-07-13,drugs,internal_corrected
תפ_21605-07-13,תפ_4632-02-22,drugs,internal_corrected
תפ_21605-07-13,תפ_34792-10-18,drugs,internal_corrected
תפ_24239-05-17,תפ_60394-12-12,drugs,internal_corrected
תפ_11592-05-19,תפ_20051-12-17,drugs,internal_corrected
תפ_34752-02-21,תפ_44279-06-21,drugs,internal_corrected
תפ_18846-06-20,תפ_49625-04-17,drugs,internal_corrected
תפ_13236-03-18,תפ_54176-01-13,drugs,internal_corrected
תפ_31628-07-15,תפ_46786-01-23,drugs,internal_corrected
תפ_16980-01-14,תפ_21806-01-19,drugs,internal_corrected
תפ_41968-09-17,תפ_8887-10-21,drugs,internal_corrected
תפ_46662-04-15,תפ_7800-05-21,drugs,internal_corrected
תפ_19830-10-20,תפ_6308-11-18,drugs,internal_corrected
תפ_40063-03-18,תפ_43875-08-17,drugs,internal_corrected
תפ_29520-01-21,תפ_33439-01-21,drugs,internal_corrected
תפ_11592-05-19,תפ_25133-03-17,drugs,internal_corrected
תפ_1057-05-15,תפ_12158-04-23,drugs,internal_corrected
תפ_34053-04-18,תפ_66306-03-19,drugs,internal_corrected
תפ_14963-02-23,תפ_60882-12-14,drugs,internal_corrected
תפ_17021-03-13,תפ_69865-03-18,drugs,internal_corrected
תפ_46914-06-18,תפ_52330-08-18,drugs,internal_corrected
תפ_42879-09-21,תפ_57425-01-22,drugs,internal_corrected
תפ_13373-10-23,תפ_27593-03-13,drugs,internal_corrected
תפ_28473-08-23,תפ_31993-05-22,drugs,internal_corrected
תפ_60855-05-22,תפ_68386-11-20,drugs,internal_corrected
תפ_44725-12-14,תפ_62177-11-19,weapon,internal_corrected
תפ_27295-12-17,תפ_37551-01-16,drugs,internal_corrected
תפ_69865-03-18,תפ_737-10-13,drugs,internal_corrected
תפ_22021-09-22,תפ_49625-04-17,drugs,internal_corrected
תפ_27495-05-20,תפ_9705-01-21,drugs,internal_corrected
תפ_54568-08-24,תפ_61106-05-20,weapon,internal_corrected
תפ_16952-12-21,תפ_33947-10-15,drugs,internal_corrected
תפ_48479-07-22,תפ_4911-12-16,drugs,internal_corrected
תפ_42712-02-12,תפ_57912-07-14,drugs,internal_corrected
תפ_40639-10-17,תפ_43632-05-17,drugs,internal_corrected
תפ_21384-01-23,תפ_24154-01-12,drugs,internal_corrected
תפ_12699-03-18,תפ_49932-08-21,drugs,internal_corrected
תפ_60295-03-22,תפ_6749-09-22,drugs,internal_corrected
תפ_11446-09-21,תפ_12194-06-23,drugs,internal_corrected
תפ_21384-01-23,תפ_48479-07-22,drugs,internal_corrected
תפ_15963-02-13,תפ_18320-05-19,drugs,internal_corrected
תפ_32895-05-22,תפ_59117-03-21,drugs,internal_corrected
תפ_30003-03-22,תפ_4760-10-18,drugs,internal_corrected
תפ_29832-08-15,תפ_44279-06-21,drugs,internal_corrected
תפ_36422-07-13,תפ_60914-01-14,drugs,internal_corrected
תפ_38312-03-10,תפ_69278-05-18,drugs,internal_corrected
תפ_24154-01-12,תפ_59329-02-18,drugs,internal_corrected
תפ_23454-02-17,תפ_41189-09-15,drugs,internal_corrected
תפ_20414-08-12,תפ_2599-09-17,drugs,internal_corrected
תפ_2275-06-17,תפ_33658-01-18,drugs,internal_corrected
תפ_59329-02-18,תפ_60914-01-14,drugs,internal_corrected
תפ_38176-10-14,תפ_53127-06-16,drugs,internal_corrected
תפ_12143-06-20,תפ_34752-02-21,drugs,internal_corrected
תפ_2548-02-19,תפ_59541-10-18,drugs,internal_corrected
תפ_20685-11-16,תפ_56668-06-17,drugs,internal_corrected
תפ_26839-11-16,תפ_8988-11-22,drugs,internal_corrected
תפ_16015-05-21,תפ_27593-03-13,drugs,internal_corrected
תפ_19965-05-12,תפ_21355-08-18,drugs,internal_corrected
תפ_12699-03-18,תפ_59009-05-21,drugs,internal_corrected
תפ_38176-10-14,תפ_42956-04-22,drugs,internal_corrected
תפ_40055-03-18,תפ_60295-03-22,drugs,internal_corrected
תפ_12143-06-20,תפ_55331-06-21,drugs,internal_corrected
תפ_10971-03-11,תפ_27085-10-15,drugs,internal_corrected
תפ_1108-05-15,תפ_26521-10-19,drugs,internal_corrected
תפ_26792-04-16,תפ_30003-03-22,drugs,internal_corrected
תפ_15868-04-16,תפ_48281-08-18,drugs,internal_corrected
תפ_31135-10-23,תפ_63305-08-22,weapon,external_cocite + internal_corrected
תפ_15972-06-20,תפ_30615-08-19,drugs,internal_corrected
תפ_27683-01-21,תפ_48479-07-22,drugs,internal_corrected
תפ_13236-03-18,תפ_23142-09-14,drugs,internal_corrected
תפ_10150-06-13,תפ_42712-02-12,drugs,internal_corrected
תפ_21291-04-23,תפ_5726-02-16,drugs,internal_corrected
תפ_18833-05-13,תפ_53860-09-14,weapon,internal_corrected
תפ_2744-09-14,תפ_5911-11-16,drugs,external_cocite + internal_corrected
תפ_12708-04-14,תפ_45433-09-17,drugs,internal_corrected
תפ_28397-10-19,תפ_28847-09-20,drugs,external_cocite + internal_corrected
תפ_23454-02-17,תפ_39424-11-22,drugs,internal_corrected
תפ_39308-05-15,תפ_49625-04-17,drugs,internal_corrected
תפ_48152-02-20,תפ_8633-04-15,drugs,internal_corrected
תפ_18320-05-19,תפ_66306-03-19,drugs,internal_corrected
תפ_41269-05-16,תפ_63596-02-18,drugs,internal_corrected
תפ_4001-11-12,תפ_52781-10-18,drugs,internal_corrected
תפ_10150-06-13,תפ_5911-11-16,drugs,internal_corrected
תפ_19985-04-14,תפ_27683-01-21,drugs,internal_corrected
תפ_27683-01-21,תפ_43084-09-20,drugs,external_cocite + internal_corrected
תפ_12699-05-15,תפ_30169-09-16,drugs,internal_corrected
תפ_36827-11-15,תפ_36886-11-17,drugs,internal_corrected
תפ_21355-08-18,תפ_24154-01-12,drugs,internal_corrected
תפ_49055-02-18,תפ_60760-03-22,drugs,internal_corrected
תפ_1491-03-23,תפ_42653-08-23,drugs,internal_corrected
תפ_13194-11-18,תפ_23454-02-17,drugs,internal_corrected
תפ_40055-03-18,תפ_54072-05-16,drugs,internal_corrected
תפ_26792-04-16,תפ_8988-11-22,drugs,internal_corrected
תפ_11220-12-18,תפ_1463-04-19,drugs,internal_corrected
תפ_40898-11-19,תפ_53098-05-17,drugs,external_cocite + internal_corrected
תפ_13289-03-15,תפ_6659-02-21,drugs,internal_corrected
תפ_50860-02-20,תפ_63696-02-18,drugs,internal_corrected
תפ_47301-07-16,תפ_58591-08-18,drugs,internal_corrected
תפ_21530-01-20,תפ_56960-06-22,drugs,internal_corrected
תפ_26357-10-15,תפ_737-10-13,drugs,internal_corrected
תפ_15208-11-20,תפ_39612-02-20,drugs,internal_corrected
תפ_34752-02-21,תפ_41189-09-15,drugs,internal_corrected
תפ_38176-10-14,תפ_38531-11-18,drugs,internal_corrected
תפ_13793-08-15,תפ_37825-05-15,drugs,external_cocite + internal_corrected
תפ_46735-02-20,תפ_7091-03-19,drugs,internal_corrected
תפ_29090-08-15,תפ_47378-06-15,drugs,external_cocite + internal_corrected
תפ_16389-10-13,תפ_32817-12-14,drugs,internal_corrected
תפ_10108-11-21,תפ_58505-11-19,drugs,internal_corrected
תפ_15596-04-19,תפ_44250-12-15,drugs,internal_corrected
תפ_2047-08-15,תפ_53788-02-16,drugs,internal_corrected
עפ_6029-03,תפ_38312-03-10,drugs,internal_corrected
תפ_25934-06-19,תפ_42879-09-21,drugs,internal_corrected
תפ_16058-02-19,תפ_34079-05-20,drugs,external_cocite + internal_corrected
תפ_10316-06-13,תפ_809-09-18,drugs,internal_corrected
תפ_37850-05-17,תפ_46735-02-20,drugs,internal_corrected
תפ_52781-10-18,תפ_60057-12-19,drugs,internal_corrected
תפ_1197-11-21,תפ_30343-04-19,drugs,internal_corrected
תפ_49625-04-17,תפ_50079-03-13,drugs,internal_corrected
תפ_29504-09-13,תפ_44666-10-18,drugs,internal_corrected
תפ_36801-10-22,תפ_54072-05-16,drugs,internal_corrected
תפ_49055-02-18,תפ_69865-03-18,drugs,internal_corrected
תפ_14825-04-13,תפ_64041-02-19,drugs,internal_corrected
תפ_18327-03-24,תפ_60855-05-22,drugs,internal_corrected
תפ_16015-05-21,תפ_48281-08-18,drugs,internal_corrected
תפ_46914-06-18,תפ_59970-03-19,drugs,internal_corrected
תפ_19985-04-14,תפ_53127-06-16,drugs,external_cocite + internal_corrected
תפ_26839-11-16,תפ_49055-02-18,drugs,internal_corrected
תפ_30717-01-19,תפ_43875-08-17,drugs,external_cocite + internal_corrected
תפ_14825-04-13,תפ_5649-09-21,drugs,external_cocite + internal_corrected
תפ_25835-05-18,תפ_50105-10-12,drugs,internal_corrected
תפ_16759-07-17,תפ_44091-11-15,drugs,internal_corrected
תפ_38015-01-12,תפ_41754-05-22,weapon,internal_corrected
תפ_33666-05-15,תפ_33697-12-18,drugs,internal_corrected
תפ_3618-03-23,תפ_899-04-18,drugs,internal_corrected
תפ_14460-04-22,תפ_17415-10-21,drugs,internal_corrected
תפ_23443-04-21,תפ_39491-09-17,drugs,internal_corrected
תפ_33658-01-18,תפ_39491-09-17,drugs,internal_corrected
תפ_26685-11-18,תפ_48135-05-14,drugs,internal_corrected
תפ_32817-12-14,תפ_58167-11-10,drugs,internal_corrected
תפ_47874-04-19,תפ_49875-05-23,drugs,internal_corrected
תפ_4760-10-18,תפ_58237-07-21,drugs,internal_corrected
תפ_24514-09-15,תפ_45199-01-22,drugs,internal_corrected
תפ_15091-06-21,תפ_48568-10-15,drugs,internal_corrected
תפ_13194-11-18,תפ_27475-05-21,drugs,internal_corrected
תפ_14825-04-13,תפ_27295-12-17,drugs,internal_corrected
תפ_1463-04-19,תפ_58237-07-21,drugs,internal_corrected
תפ_22715-06-17,תפ_26856-05-16,drugs,internal_corrected
תפ_25835-05-18,תפ_39589-07-13,drugs,internal_corrected
תפ_1788-06-17,תפ_47757-02-18,drugs,internal_corrected
תפ_31177-11-22,תפ_54134-05-18,drugs,internal_corrected
תפ_59329-02-18,תפ_60295-03-22,drugs,internal_corrected
תפ_31276-05-19,תפ_34974-01-12,drugs,internal_corrected
תפ_10108-11-21,תפ_1463-04-19,drugs,internal_corrected
תפ_10875-12-21,תפ_3106-09-24,weapon,internal_corrected
תפ_5726-02-16,תפ_67029-11-18,drugs,internal_corrected
תפ_35202-10-15,תפ_49055-02-18,drugs,internal_corrected
תפ_1057-05-15,תפ_60914-01-14,drugs,internal_corrected
תפ_48479-07-22,תפ_59117-03-21,drugs,internal_corrected
תפ_1484-03-24,תפ_46118-07-24,drugs,external_cocite + internal_corrected
תפ_15963-02-13,תפ_66982-09-16,drugs,internal_corrected
עפ_6029-03,תפ_16690-05-19,drugs,internal_corrected
תפ_20414-08-12,תפ_57912-07-14,drugs,internal_corrected
תפ_12143-06-20,תפ_4760-10-18,drugs,internal_corrected
תפ_47941-06-15,תפ_52567-05-23,drugs,internal_corrected
תפ_13935-05-24,תפ_54072-05-16,drugs,internal_corrected
תפ_2275-06-17,תפ_26685-11-18,drugs,internal_corrected
תפ_52567-05-23,תפ_8843-02-15,drugs,internal_corrected
תפ_45012-03-20,תפ_69612-01-23,drugs,internal_corrected
תפ_19985-04-14,תפ_65884-10-13,drugs,internal_corrected
תפ_30717-01-19,תפ_34974-01-12,drugs,internal_corrected
תפ_28315-05-23,תפ_73906-12-20,drugs,internal_corrected
תפ_19965-05-12,תפ_69865-03-18,drugs,internal_corrected
תפ_12791-05-20,תפ_33945-10-21,weapon,internal_corrected
תפ_14963-02-23,תפ_64041-02-19,drugs,internal_corrected
תפ_49808-06-16,תפ_50998-12-18,drugs,internal_corrected
תפ_30278-05-12,תפ_4435-07-19,drugs,internal_corrected
תפ_29520-01-21,תפ_9380-03-21,drugs,external_cocite + internal_corrected
תפ_48167-02-13,תפ_50607-03-19,drugs,internal_corrected
תפ_13194-11-18,תפ_18320-05-19,drugs,internal_corrected
תפ_26620-12-16,תפ_3526-04-21,drugs,internal_corrected
תפ_10150-06-13,תפ_20414-08-12,drugs,internal_corrected
תפ_38014-02-22,תפ_38312-03-10,drugs,internal_corrected
תפ_30876-03-17,תפ_46548-03-17,drugs,internal_corrected
תפ_31647-04-18,תפ_39333-05-22,drugs,internal_corrected
תפ_21605-07-13,תפ_34974-01-12,drugs,external_cocite + internal_corrected
תפ_19830-10-20,תפ_57031-01-14,drugs,internal_corrected
תפ_16389-10-13,תפ_18163-03-15,drugs,internal_corrected
תפ_33697-12-18,תפ_38176-10-14,drugs,internal_corrected
תפ_15457-09-18,תפ_68942-01-19,drugs,external_cocite + internal_corrected
תפ_49293-04-21,תפ_67527-03-18,drugs,internal_corrected
תפ_10150-06-13,תפ_17021-03-13,drugs,internal_corrected
תפ_24239-05-17,תפ_33475-10-17,drugs,internal_corrected
תפ_54421-06-15,תפ_63596-02-18,drugs,external_cocite + internal_corrected
תפ_50082-03-16,תפ_70531-11-19,drugs,internal_corrected
תפ_13718-09-16,תפ_27992-01-24,drugs,external_cocite + internal_corrected
תפ_40063-03-18,תפ_9369-01-13,drugs,internal_corrected
תפ_14578-04-19,תפ_2679-03-18,drugs,internal_corrected
תפ_11220-12-18,תפ_21291-04-23,drugs,internal_corrected
תפ_23282-05-17,תפ_42879-09-21,drugs,internal_corrected
תפ_22021-09-22,תפ_737-10-13,drugs,internal_corrected
תפ_23282-05-17,תפ_52417-01-13,drugs,internal_corrected
תפ_23322-02-16,תפ_2744-09-14,drugs,internal_corrected
תפ_15972-06-20,תפ_34771-07-20,drugs,internal_corrected
תפ_48152-02-20,תפ_52145-01-20,drugs,internal_corrected
תפ_33697-12-18,תפ_38014-02-22,drugs,internal_corrected
תפ_327-04-17,תפ_46173-08-15,drugs,internal_corrected
תפ_23282-05-17,תפ_50079-03-13,drugs,internal_corrected
תפ_1136-11-21,תפ_33697-12-18,drugs,internal_corrected
תפ_1788-06-17,תפ_40892-01-24,drugs,internal_corrected
תפ_34053-04-18,תפ_737-10-13,drugs,internal_corrected
תפ_1788-06-17,תפ_27021-01-14,drugs,internal_corrected
תפ_26792-04-16,תפ_39936-04-12,drugs,internal_corrected
תפ_31579-08-23,תפ_5496-11-20,drugs,internal_corrected
תפ_30717-01-19,תפ_42974-11-12,drugs,internal_corrected
תפ_22211-06-15,תפ_40276-11-17,drugs,internal_corrected
תפ_15868-04-16,תפ_65292-07-23,drugs,internal_corrected
תפ_2599-09-17,תפ_55331-06-21,drugs,internal_corrected
תפ_31425-08-20,תפ_33475-10-17,drugs,internal_corrected
תפ_17023-12-18,תפ_40677-02-16,drugs,internal_corrected
תפ_18510-10-14,תפ_24379-12-20,drugs,internal_corrected
תפ_43875-08-17,תפ_899-04-18,drugs,internal_corrected
תפ_1463-04-19,תפ_34271-10-18,drugs,internal_corrected
תפ_60914-01-14,תפ_6681-09-21,drugs,internal_corrected
תפ_1491-03-23,תפ_52417-01-13,drugs,internal_corrected
תפ_4760-10-18,תפ_50860-02-20,drugs,internal_corrected
תפ_48598-11-20,תפ_72283-01-23,weapon,internal_corrected
תפ_44843-01-19,תפ_44877-06-13,drugs,internal_corrected
תפ_22978-11-21,תפ_26709-06-14,drugs,internal_corrected
תפ_19985-04-14,תפ_5391-02-20,drugs,internal_corrected
תפ_13793-08-15,תפ_2744-09-14,drugs,external_cocite + internal_corrected
תפ_21162-10-19,תפ_58167-11-10,drugs,internal_corrected
תפ_24239-05-17,תפ_58167-11-10,drugs,internal_corrected
תפ_30003-03-22,תפ_36831-09-13,drugs,internal_corrected
תפ_46548-03-17,תפ_74742-06-20,drugs,internal_corrected
תפ_25085-02-19,תפ_7420-05-19,drugs,internal_corrected
תפ_36831-09-13,תפ_5687-03-23,drugs,internal_corrected
תפ_19214-08-15,תפ_55163-03-15,drugs,internal_corrected
תפ_39491-09-17,תפ_52567-05-23,drugs,internal_corrected
תפ_31425-08-20,תפ_44279-06-21,drugs,internal_corrected
תפ_21355-08-18,תפ_31579-08-23,drugs,internal_corrected
תפ_54340-08-19,תפ_6800-09-13,drugs,internal_corrected
תפ_12111-12-12,תפ_34792-10-18,drugs,internal_corrected
תפ_1136-11-21,תפ_49875-05-23,drugs,internal_corrected
תפ_20484-05-16,תפ_36831-09-13,drugs,internal_corrected
תפ_17776-11-21,תפ_27164-09-23,weapon,internal_corrected
תפ_49685-01-24,תפ_61118-07-23,weapon,internal_corrected
תפ_15253-08-18,תפ_46896-11-15,drugs,internal_corrected
תפ_45644-11-22,תפ_52417-01-13,drugs,internal_corrected
תפ_33666-05-15,תפ_429-03-17,drugs,internal_corrected
תפ_34752-02-21,תפ_39568-06-21,drugs,internal_corrected
תפ_20161-12-21,תפ_39324-07-17,drugs,internal_corrected
תפ_44877-06-13,תפ_45433-09-17,drugs,internal_corrected
תפ_55331-06-21,תפ_6681-09-21,drugs,internal_corrected
תפ_29520-01-21,תפ_43982-06-17,drugs,internal_corrected
תפ_11220-12-18,תפ_30039-04-20,drugs,internal_corrected
תפ_1463-04-19,תפ_54036-06-19,drugs,internal_corrected
תפ_2275-06-17,תפ_40239-09-17,drugs,internal_corrected
תפ_13939-07-18,תפ_55331-06-21,drugs,internal_corrected
תפ_1872-10-15,תפ_47874-04-19,drugs,internal_corrected
תפ_13935-05-24,תפ_53373-04-13,drugs,internal_corrected
תפ_64041-02-19,תפ_6800-09-13,drugs,internal_corrected
תפ_1352-08-22,תפ_4435-11-17,drugs,internal_corrected
תפ_23282-05-17,תפ_9380-03-21,drugs,internal_corrected
תפ_20967-02-14,תפ_58243-03-14,drugs,internal_corrected
תפ_44279-06-21,תפ_48224-08-18,drugs,internal_corrected
תפ_1197-11-21,תפ_44279-06-21,drugs,external_cocite + internal_corrected
תפ_35568-01-23,תפ_7091-03-19,drugs,internal_corrected
תפ_23454-02-17,תפ_46173-08-15,drugs,internal_corrected
תפ_22639-07-22,תפ_61718-10-21,drugs,internal_corrected
תפ_25146-11-12,תפ_26357-10-15,drugs,internal_corrected
תפ_16015-05-21,תפ_58591-08-18,drugs,internal_corrected
תפ_1108-05-15,תפ_27103-01-18,drugs,internal_corrected
תפ_31628-07-15,תפ_64041-02-19,drugs,internal_corrected
תפ_34053-04-18,תפ_43982-06-17,drugs,internal_corrected
תפ_23142-09-14,תפ_55331-06-21,drugs,internal_corrected
תפ_1108-05-15,תפ_4911-12-16,drugs,internal_corrected
תפ_33439-01-21,תפ_7091-03-19,drugs,internal_corrected
תפ_34974-01-12,תפ_54072-05-16,drugs,internal_corrected
תפ_16015-05-21,תפ_70374-11-20,drugs,internal_corrected
תפ_31579-08-23,תפ_7154-12-16,drugs,internal_corrected
תפ_48537-12-23,תפ_56328-06-22,weapon,internal_corrected
תפ_16749-08-12,תפ_4719-02-23,drugs,internal_corrected
תפ_35299-09-23,תפ_5726-02-16,drugs,internal_corrected
תפ_15253-08-18,תפ_48983-06-18,drugs,internal_corrected
תפ_25835-05-18,תפ_44877-06-13,drugs,internal_corrected
תפ_63696-02-18,תפ_68051-09-16,drugs,external_cocite + internal_corrected
תפ_33697-12-18,תפ_44843-01-19,drugs,internal_corrected
תפ_13194-11-18,תפ_5911-11-16,drugs,internal_corrected
תפ_17057-08-20,תפ_53043-09-20,weapon,internal_corrected
תפ_15253-08-18,תפ_27683-01-21,drugs,internal_corrected
תפ_21355-08-18,תפ_23454-02-17,drugs,internal_corrected
תפ_15927-07-23,תפ_4911-12-16,drugs,internal_corrected
תפ_17667-07-19,תפ_4621-02-23,drugs,internal_corrected
תפ_13935-05-24,תפ_1788-06-17,drugs,internal_corrected
תפ_39936-04-12,תפ_51810-03-15,drugs,internal_corrected
תפ_38312-03-10,תפ_45433-09-17,drugs,internal_corrected
תפ_39299-11-18,תפ_52882-04-15,drugs,internal_corrected
תפ_18944-02-19,תפ_37634-03-15,drugs,internal_corrected
תפ_14825-04-13,תפ_37764-03-21,drugs,external_cocite + internal_corrected
תפ_1062-06-18,תפ_73620-12-18,drugs,internal_corrected
תפ_19639-05-19,תפ_37634-03-15,drugs,internal_corrected
תפ_3001-08-12,תפ_33835-10-15,drugs,internal_corrected
תפ_31579-08-23,תפ_63696-02-18,drugs,internal_corrected
תפ_26620-12-16,תפ_70374-11-20,drugs,internal_corrected
תפ_63696-02-18,תפ_7154-12-16,drugs,internal_corrected
תפ_27295-12-17,תפ_3867-05-14,drugs,internal_corrected
תפ_10150-06-13,תפ_46735-02-20,drugs,internal_corrected
תפ_12158-04-23,תפ_16389-10-13,drugs,internal_corrected
תפ_26357-10-15,תפ_27021-01-14,drugs,internal_corrected
תפ_21679-04-15,תפ_53298-06-20,drugs,external_cocite + internal_corrected
תפ_12320-10-17,תפ_44336-03-19,drugs,internal_corrected
תפ_1054-08-21,תפ_52781-10-18,drugs,external_cocite + internal_corrected
תפ_45644-11-22,תפ_58167-11-10,drugs,internal_corrected
תפ_61248-02-24,תפ_61720-01-23,drugs,internal_corrected
תפ_21530-01-20,תפ_7221-08-22,drugs,external_cocite + internal_corrected
תפ_26792-04-16,תפ_45156-04-15,drugs,internal_corrected
תפ_34053-04-18,תפ_50860-02-20,drugs,internal_corrected
תפ_27961-04-18,תפ_34581-05-24,drugs,internal_corrected
תפ_13236-03-18,תפ_34792-10-18,drugs,internal_corrected
תפ_26792-04-16,תפ_43525-01-21,drugs,internal_corrected
תפ_31425-08-20,תפ_45644-11-22,drugs,internal_corrected
תפ_31270-05-24,תפ_57687-05-22,weapon,internal_corrected
תפ_52567-05-23,תפ_5496-11-20,drugs,internal_corrected
תפ_18163-03-15,תפ_20538-11-17,drugs,internal_corrected
תפ_5687-03-23,תפ_59009-05-21,drugs,internal_corrected
תפ_305-12-12,תפ_38312-03-10,drugs,internal_corrected
תפ_21280-11-18,תפ_22679-09-16,drugs,internal_corrected
תפ_44843-01-19,תפ_5687-03-23,drugs,internal_corrected
תפ_13194-11-18,תפ_19965-05-12,drugs,internal_corrected
תפ_11220-12-18,תפ_42879-09-21,drugs,internal_corrected
תפ_13194-11-18,תפ_22021-09-22,drugs,internal_corrected
תפ_50105-10-12,תפ_8988-11-22,drugs,internal_corrected
תפ_22715-06-17,תפ_56691-03-21,drugs,internal_corrected
תפ_49244-01-22,תפ_69865-03-18,drugs,internal_corrected
תפ_22021-09-22,תפ_5687-03-23,drugs,internal_corrected
תפ_20484-05-16,תפ_29520-01-21,drugs,internal_corrected
תפ_37259-10-15,תפ_864-02-17,drugs,external_cocite + internal_corrected
תפ_15253-08-18,תפ_27021-01-14,drugs,internal_corrected
תפ_14070-06-24,תפ_45008-08-24,weapon,external_cocite + internal_corrected
תפ_17021-03-13,תפ_25146-11-12,drugs,internal_corrected
תפ_34053-04-18,תפ_39308-05-15,drugs,internal_corrected
תפ_24278-11-22,תפ_64041-02-19,drugs,internal_corrected
תפ_39424-11-22,תפ_59009-05-21,drugs,internal_corrected
תפ_43978-02-21,תפ_49055-02-18,drugs,external_cocite + internal_corrected
תפ_31579-08-23,תפ_52552-05-20,drugs,internal_corrected
תפ_38176-10-14,תפ_43084-09-20,drugs,internal_corrected
תפ_38014-02-22,תפ_40239-09-17,drugs,internal_corrected
תפ_429-03-17,תפ_46896-11-15,drugs,internal_corrected
תפ_45644-11-22,תפ_6749-09-22,drugs,internal_corrected
תפ_15868-04-16,תפ_44877-06-13,drugs,internal_corrected
תפ_33475-10-17,תפ_40063-03-18,drugs,external_cocite + internal_corrected
תפ_52417-01-13,תפ_542-12-12,drugs,internal_corrected
תפ_15253-08-18,תפ_31276-05-19,drugs,internal_corrected
תפ_41189-09-15,תפ_41783-12-17,drugs,internal_corrected
תפ_15868-04-16,תפ_24154-01-12,drugs,internal_corrected
תפ_5310-01-17,תפ_8858-10-19,drugs,internal_corrected
תפ_39299-11-18,תפ_54487-02-16,drugs,internal_corrected
תפ_39111-09-13,תפ_61235-05-13,drugs,internal_corrected
תפ_42974-11-12,תפ_4760-10-18,drugs,internal_corrected
תפ_20484-05-16,תפ_34053-04-18,drugs,internal_corrected
תפ_10108-11-21,תפ_20414-08-12,drugs,internal_corrected
תפ_35299-09-23,תפ_58167-11-10,drugs,internal_corrected
תפ_48479-07-22,תפ_7091-03-19,drugs,internal_corrected
תפ_20513-06-20,תפ_39936-04-12,drugs,internal_corrected
תפ_30003-03-22,תפ_55331-06-21,drugs,internal_corrected
תפ_42956-04-22,תפ_4632-02-22,drugs,internal_corrected
