verdict,domain,split
תפ_28473-08-23,drugs,train
תפ_45195-11-20,drugs,train
תפ_6840-09-18,drugs,train
תפ_57006-11-23,drugs,train
תפ_13935-05-24,drugs,train
תפ_28766-04-22,drugs,test
תפ_3256-16,drugs,train
תפ_28288-11-15,drugs,train
תפ_19936-08-19,drugs,test
תפ_52876-12-23,drugs,test
תפ_19965-05-12,drugs,test
תפ_26298-07-23,drugs,train
תפ_39333-05-22,drugs,test
תפ_10810-11-20,drugs,train
תפ_6800-09-13,drugs,train
תפ_42712-02-12,drugs,train
תפ_36120-12-15,drugs,train
תפ_11370-07-16,drugs,train
תפ_15801-11-14,drugs,train
תפ_27617-12-10,drugs,train
תפ_53049-03-16,drugs,train
תפ_63213-06-20,drugs,train
תפ_37153-03-20,drugs,train
תפ_28725-02-20,drugs,train
תפ_21561-02-21,drugs,test
תפ_9860-10-15,drugs,train
תפ_15172-01-16,drugs,train
תפ_28045-11-18,drugs,train
תפ_46604-02-21,drugs,test
תפ_16058-02-19,drugs,test
תפ_10814-01-20,drugs,train
תפ_51354-02-17,drugs,test
תפ_14963-02-23,drugs,train
תפ_20414-08-12,drugs,train
תפ_16143-03-18,drugs,train
תפ_47466-10-18,drugs,train
תפ_26247-04-19,drugs,test
תפ_52348-08-20,drugs,train
תפ_4488-09-18,drugs,train
תפ_65985-03-17,drugs,test
תפ_23028-10-13,drugs,train
תפ_7926-08-19,drugs,train
תפ_55830-11-18,drugs,train
תפ_13956-08-14,drugs,train
תפ_44964-02-14,drugs,train
תפ_25502-05-22,drugs,train
תפ_27025-01-15,drugs,train
תפ_56726-02-23,drugs,train
תפ_53098-05-17,drugs,test
תפ_39058-09-18,drugs,train
תפ_54036-06-19,drugs,train
תפ_17043-07-13,drugs,test
תפ_41946-07-16,drugs,train
תפ_9370-04-15,drugs,train
תפ_27340-04-18,drugs,train
תפ_19505-01-18,drugs,train
תפ_25740-05-16,drugs,train
תפ_33495-01-21,drugs,train
תפ_12550-01-15,drugs,train
תפ_22531-05-19,drugs,train
תפ_19639-05-19,drugs,test
תפ_43778-07-16,drugs,train
תפ_19214-08-15,drugs,train
תפ_17109-06-12,drugs,train
תפ_37480-02-17,drugs,test
תפ_25832-11-13,drugs,train
תפ_48460-03-21,drugs,train
תפ_37265-02-20,drugs,train
תפ_16449-02-20,drugs,test
תפ_17023-12-18,drugs,train
תפ_44877-06-13,drugs,train
תפ_6677-02-21,drugs,train
תפ_45672-02-10,drugs,train
תפ_21052-05-20,drugs,train
תפ_37335-04-14,drugs,test
תפ_54373-08-16,drugs,train
תפ_25806-05-22,drugs,train
תפ_62687-10-18,drugs,train
תפ_23322-02-16,drugs,train
תפ_54854-08-16,drugs,train
תפ_23338-07-20,drugs,train
תפ_55925-11-17,drugs,train
תפ_19393-03-17,drugs,train
תפ_12352-03-20,drugs,train
תפ_45048-06-14,drugs,train
תפ_31006-01-18,drugs,train
תפ_62278-03-24,drugs,train
תפ_9296-07-22,drugs,train
תפ_16387-08-16,drugs,train
תפק_29591-10-20,drugs,train
תפ_116-07-16,drugs,train
תפ_6434-08-19,drugs,test
תפ_56159-05-13,drugs,train
תפ_25146-11-12,drugs,train
תפ_24243-07-20,drugs,train
תפ_43360-01-19,drugs,train
תפ_66755-06-20,drugs,test
תפ_53492-11-13,drugs,train
תפ_16952-12-21,drugs,train
תפ_34680-04-13,drugs,train
תפ_2548-02-19,drugs,train
תפ_22722-05-13,drugs,train
תפ_8858-10-19,drugs,train
תפ_3759-02-14,drugs,train
תפ_35940-05-14,drugs,test
תפ_6110-09-17,drugs,train
תפ_39923-03-16,drugs,train
תפ_1562-02-24,drugs,train
תפ_12012-07-24,drugs,train
תפ_3844-12-12,drugs,train
תפ_1490-07-12,drugs,test
תפ_48974-11-20,drugs,train
תפ_34792-10-18,drugs,train
תפ_22978-11-21,drugs,train
תפ_15974-06-20,drugs,train
תפ_54205-05-15,drugs,test
תפ_42512-02-14,drugs,test
תפק_19437-12-16,drugs,train
תפ_59274-02-22,drugs,train
תפ_59284-06-21,drugs,test
תפ_15535-02-20,drugs,train
תפ_988-03-20,drugs,test
תפ_66475-11-16,drugs,train
תפ_15963-02-13,drugs,train
תפ_32765-09-20,drugs,test
תפ_29832-08-15,drugs,train
תפ_49902-09-14,drugs,train
תפ_49244-01-22,drugs,test
תפ_18327-03-24,drugs,train
תפ_41688-08-17,drugs,train
תפ_3201-02-19,drugs,train
תפ_38910-11-23,drugs,train
תפ_43840-06-22,drugs,train
תפ_28157-02-23,drugs,train
תפ_30206-12-12,drugs,test
תפ_65963-10-21,drugs,train
תפ_62814-04-21,drugs,test
תפ_19591-11-15,drugs,test
תפ_7906-06-15,drugs,train
תפ_55217-12-19,drugs,train
תפ_53375-08-15,drugs,train
תפ_46939-09-23,drugs,test
תפ_32363-02-18,drugs,test
תפ_24494-06-21,drugs,train
תפ_16678-03-17,drugs,train
תפ_50689-04-13,drugs,train
תפ_1197-11-21,drugs,train
תפ_35676-08-21,drugs,train
תפ_14442-08-21,drugs,train
תפ_3170-10-24,drugs,train
תפ_39807-03-12,drugs,train
תפ_4911-12-16,drugs,train
תפ_57680-10-15,drugs,train
תפ_39690-02-21,drugs,train
תפ_7832-07-20,drugs,train
תפ_26688-12-20,drugs,train
תפ_45961-07-17,drugs,train
תפ_51123-01-12,drugs,test
תפ_55068-09-14,drugs,test
תפ_23320-10-15,drugs,train
תפ_6929-10-15,drugs,train
תפ_20538-11-17,drugs,train
תפ_53541-02-11,drugs,train
תפ_40994-08-16,drugs,train
תפ_62242-01-23,drugs,train
תפ_50853-02-18,drugs,train
תפ_43525-01-21,drugs,train
תפ_67580-11-19,drugs,train
תפ_24379-12-20,drugs,train
תפ_21162-10-19,drugs,train
תפ_10996-05-16,drugs,test
תפ_27890-10-18,drugs,train
תפ_5496-11-20,drugs,train
תפ_10316-06-13,drugs,test
תפ_3122-10-22,drugs,train
תפ_40920-10-20,drugs,train
תפ_2232-08-15,drugs,train
תפ_58237-07-21,drugs,train
תפ_16374-08-19,drugs,train
תפ_55496-07-13,drugs,train
תפ_23710-03-13,drugs,train
תפ_12111-12-12,drugs,train
תפ_55809-11-18,drugs,test
תפ_32302-02-23,drugs,train
תפ_21952-10-14,drugs,train
תפ_48535-10-12,drugs,train
תפ_28032-06-19,drugs,train
תפ_38160-04-18,drugs,train
תפ_64206-07-21,drugs,test
תפ_57910-06-24,drugs,train
תפ_28180-09-12,drugs,train
תפ_59205-02-18,drugs,test
תפ_71830-10-21,drugs,train
תפ_25852-02-20,drugs,train
תפ_13519-11-23,drugs,train
תפ_8202-11-19,drugs,train
תפ_13836-09-22,drugs,train
תפ_36709-11-15,drugs,train
תפ_33146-01-21,drugs,train
תפ_25537-07-24,drugs,train
תפ_33986-11-22,drugs,train
תפ_59577-07-22,drugs,train
תפ_41597-11-23,drugs,test
תפק_16525-10-19,drugs,test
תפ_30131-09-24,drugs,train
תפ_189-01-16,drugs,train
תפ_5714-08-24,drugs,train
תפ_37002-02-16,drugs,train
תפ_58723-03-16,drugs,train
תפ_55462-06-20,drugs,train
תפ_15712-06-13,drugs,train
תפ_52982-03-16,drugs,test
תפ_13534-04-17,drugs,train
תפ_3952-03-22,drugs,train
תפ_49367-12-10,drugs,train
תפ_9850-08-22,drugs,train
תפ_6992-06-18,drugs,train
תפ_9228-05-21,drugs,test
תפ_42397-03-12,drugs,train
תפ_25854-09-13,drugs,train
תפ_56479-12-15,drugs,train
תפ_46700-07-22,drugs,train
תפ_12480-05-14,drugs,test
תפ_51006-11-21,drugs,train
תפ_43544-05-21,drugs,train
תפ_54957-01-21,drugs,train
תפ_1838-02-16,drugs,test
תפ_10231-07-14,drugs,train
תפ_63737-05-24,drugs,train
תפ_3006-01-14,drugs,train
תפ_16457-06-19,drugs,train
תפ_27467-02-18,drugs,train
תפ_44914-01-17,drugs,train
תפ_10580-03-16,drugs,train
תפ_22426-12-15,drugs,train
תפ_46118-07-24,drugs,test
תפ_35051-04-19,drugs,test
תפ_3256-09-21,drugs,train
תפ_19545-09-19,drugs,train
תפ_8474-11-18,drugs,train
תפ_21056-10-19,drugs,train
תפ_54771-02-16,drugs,train
תפ_33331-03-19,drugs,train
תפ_29577-11-16,drugs,train
תפ_45180-02-13,drugs,train
תפ_59258-01-16,drugs,train
תפ_13525-04-21,drugs,train
תפ_31536-01-20,drugs,train
תפ_11017-08-14,drugs,train
תפ_34055-07-13,drugs,train
תפ_66147-10-13,drugs,train
תפ_43794-10-18,drugs,train
תפ_45065-03-13,drugs,train
תפ_25594-07-22,drugs,train
תפ_28173-07-20,drugs,train
תפ_28804-09-13,drugs,train
תפ_57409-11-18,drugs,train
תפ_56473-06-16,drugs,train
תפ_8864-08-18,drugs,train
תפ_52796-01-15,drugs,train
תפ_40440-10-12,drugs,test
תפ_45539-04-17,drugs,train
תפ_15638-01-19,drugs,train
תפ_1480-07,drugs,train
תפ_37166-02-20,drugs,train
תפ_61299-06-24,drugs,train
תפ_47714-01-17,drugs,train
תפ_20534-02-12,drugs,test
תפ_54728-02-20,drugs,train
תפ_42116-04-17,drugs,test
תפ_52587-01-13,drugs,test
תפ_33240-05-23,drugs,train
תפ_44070-11-23,drugs,train
תפ_29899-12-18,drugs,train
תפ_52246-06-22,drugs,train
תפ_16231-03-21,drugs,train
תפ_31394-12-15,drugs,train
תפ_51803-04-19,drugs,train
תפ_40886-04-24,drugs,train
תפח_55855-08-20,drugs,train
תפ_16599-08-18,drugs,train
תפ_3282-06-19,drugs,train
תפ_6712-06-14,drugs,train
תפ_19218-01-16,drugs,train
תפ_51176-10-17,drugs,train
תפ_31177-02-21,drugs,test
תפ_40168-09-16,drugs,train
תפ_37305-11-20,drugs,test
תפ_28435-02-22,drugs,train
תפ_7420-05-19,drugs,test
תפ_54179-09-14,drugs,train
תפ_12380-06-20,drugs,train
תפ_55287-10-23,drugs,train
תפ_47136-05-14,drugs,train
תפ_15927-07-23,drugs,train
תפ_8689-04-21,drugs,train
תפ_55857-12-19,drugs,test
תפ_36831-09-13,drugs,train
תפ_54330-12-17,drugs,train
תפ_11145-05-20,drugs,train
תפ_10971-03-11,drugs,train
עפ_6029-03,drugs,test
תפ_25269-01-20,drugs,train
תפ_29090-08-15,drugs,train
תפ_56389-09-14,drugs,train
תפ_836-03-14,drugs,train
תפ_15486-01-18,drugs,train
תפ_1968-08-15,drugs,train
תפ_37606-11-22,drugs,test
תפ_15989-04-19,drugs,train
תפ_21678-03-18,drugs,train
תפ_20257-03-23,drugs,train
תפ_21339-07-21,drugs,train
תפ_375-02-19,drugs,test
תפ_53884-05-21,drugs,train
תפ_3851-11-21,drugs,train
תפ_38591-06-14,drugs,train
תפ_11845-11-16,drugs,test
תפ_59045-12-20,drugs,train
תפ_56173-02-18,drugs,train
תפ_8624-05-19,drugs,train
תפ_60835-04-21,drugs,test
תפ_47813-03-19,drugs,train
תפ_34873-01-15,drugs,train
תפ_8468-10-15,drugs,test
תפ_37780-12-18,drugs,train
תפ_47067-01-16,drugs,train
תפ_23038-10-15,drugs,train
תפ_47156-02-14,drugs,train
תפ_76841-01-23,drugs,train
תפ_31306-02-20,drugs,test
תפ_13412-02-21,drugs,train
תפ_25351-06-21,drugs,train
תפ_67009-02-23,drugs,test
תפ_9308-12-16,drugs,train
תפ_26204-04-21,drugs,train
תפ_47400-12-15,drugs,train
תפ_57318-09-16,drugs,train
תפ_24748-08-22,drugs,train
תפ_53517-08-15,drugs,train
תפ_34898-10-21,drugs,train
תפ_22639-07-22,drugs,train
תפ_63413-01-22,drugs,test
תפ_16312-10-12,drugs,test
תפ_864-02-17,drugs,train
תפ_68577-08-21,drugs,train
תפ_37958-02-19,drugs,test
תפ_50841-04-22,drugs,train
תפ_45160-04-24,drugs,test
תפ_21923-08-22,drugs,train
תפ_71333-10-21,drugs,train
תפ_25034-03-13,drugs,train
תפ_45593-12-23,drugs,test
תפ_2230-06-18,drugs,train
תפ_16802-02-20,drugs,train
תפ_1197-06-19,drugs,test
תפ_49906-06-14,drugs,test
תפ_33429-03-15,drugs,test
תפ_53833-03-23,drugs,train
תפ_33125-01-14,drugs,train
תפ_36782-07-17,drugs,train
תפ_42313-05-17,drugs,train
תפ_45171-02-14,drugs,train
תפ_9561-03-21,drugs,test
תפ_22604-10-14,drugs,train
תפ_55487-09-22,drugs,test
תפ_58605-05-19,drugs,train
תפ_44503-01-23,drugs,test
תפ_9183-02-17,drugs,train
תפ_2730-11-15,drugs,train
תפ_32933-12-15,drugs,train
תפ_40577-09-18,drugs,train
תפ_520-05-14,drugs,train
תפ_6132-03-16,drugs,train
תפ_18933-02-24,drugs,train
תפ_17462-06-14,drugs,train
תפ_53450-04-13,drugs,train
תפ_6384-03-24,drugs,train
תפ_1515-12-18,drugs,test
תפ_50359-12-17,drugs,train
תפ_4258-07-15,drugs,test
תפ_17610-09-15,drugs,train
תפ_4039-05-19,drugs,train
תפ_4207-11-19,drugs,train
תפ_34832-04-19,drugs,train
תפ_46903-02-13,drugs,train
תפ_62092-06-16,drugs,test
תפ_24053-04-20,drugs,train
תפ_39589-07-13,drugs,train
תפ_38069-12-20,drugs,train
תפ_6660-07-15,drugs,train
תפ_22109-07-14,drugs,train
תפ_58325-11-15,drugs,train
תפ_10152-09-17,drugs,train
תפ_33630-06-13,drugs,train
תפ_1404-03-24,drugs,train
תפ_45537-07-17,drugs,train
תפ_12819-08-15,drugs,train
תפ_34888-05-24,drugs,train
תפ_31596-11-20,drugs,train
תפ_59017-02-21,drugs,train
תפ_16006-05-14,drugs,test
תפ_9773-05-19,drugs,test
תפ_46909-11-17,drugs,test
תפ_15319-01-12,drugs,train
תפ_34094-12-13,drugs,test
תפ_15587-10-21,drugs,test
תפ_45489-04-21,drugs,train
תפ_54179-08-22,drugs,train
תפ_59699-09-23,drugs,train
תפ_62134-03-19,drugs,test
תפ_14734-11-19,drugs,test
תפ_31425-08-20,drugs,train
תפ_11314-11-16,drugs,test
תפ_26153-04-21,drugs,test
תפ_60340-02-17,drugs,train
תפ_28268-05-13,drugs,train
תפ_49832-11-22,drugs,train
תפ_63434-06-19,drugs,train
תפ_54370-07-12,drugs,train
תפ_36187-12-15,drugs,train
תפ_64678-09-14,drugs,train
תפ_53503-07-17,drugs,train
פל_9037-11-12,drugs,test
תפ_61370-06-15,drugs,test
תפ_30884-10-21,drugs,train
תפ_48247-07-15,drugs,train
תפ_6163-03-19,drugs,train
תפק_15805-07-16,drugs,train
תפ_56864-09-14,drugs,train
תפ_8828-02-22,drugs,test
תפ_54676-12-22,drugs,test
תפ_1659-04-17,drugs,train
תפ_25154-10-16,drugs,train
תפ_17384-09-17,drugs,train
תפ_56394-02-23,drugs,train
תפ_34196-02-24,drugs,train
תפ_36577-03-20,drugs,train
תפ_51504-02-20,drugs,train
תפ_20585-05-12,drugs,train
תפ_2008-09-16,drugs,train
תפ_49387-04-24,drugs,train
תפ_16783-12-21,drugs,train
תפ_49106-03-21,drugs,train
תפ_56714-02-16,drugs,train
תפ_264-07-22,drugs,train
תפ_56513-03-19,drugs,train
תפ_47957-02-14,drugs,train
תפ_10095-08-22,drugs,train
תפ_43195-09-15,drugs,train
תפ_62794-11-21,drugs,train
תפ_25792-04-11,drugs,test
תפ_49467-11-20,drugs,train
תפ_6574-09-21,drugs,train
תפ_24959-03-23,drugs,train
תפ_37473-01-20,drugs,train
תפ_36414-03-16,drugs,train
תפ_56746-05-13,drugs,train
תפ_28236-11-16,drugs,test
תפ_57185-01-24,drugs,train
תפ_54141-03-22,drugs,test
תפ_22061-03-21,drugs,train
תפ_47344-10-15,drugs,train
תפ_23659-04-22,drugs,train
תפ_23198-07-17,drugs,train
תפ_62580-12-18,drugs,train
תפ_7441-02-20,drugs,train
תפ_34108-01-23,drugs,train
תפ_58254-02-14,drugs,train
תפ_34334-04-15,drugs,test
תפ_79589-07-24,drugs,train
תפ_3302-04-18,drugs,train
תפ_19975-03-16,drugs,train
תפ_26039-03-12,drugs,test
תפ_32541-01-21,drugs,train
תפ_12451-03-23,drugs,train
תפ_26004-12-23,drugs,test
תפ_9665-12-11,drugs,train
תפ_14061-08-15,drugs,train
תפ_62073-03-19,drugs,train
תפ_27605-10-20,drugs,train
תפ_43841-11-19,drugs,train
תפ_56668-06-17,drugs,train
תפ_30169-09-16,drugs,train
תפ_40770-01-16,drugs,train
תפ_12202-10-14,drugs,test
תפ_53788-02-16,drugs,train
תפ_1062-06-18,drugs,train
תפ_34105-06-20,drugs,train
תפ_2043-04-21,drugs,test
תפ_36599-04-15,drugs,test
תפ_9696-09-13,drugs,train
תפ_60444-08-19,drugs,train
תפ_34358-07-11,drugs,test
תפ_18484-08-19,drugs,train
תפ_56059-07-17,drugs,test
תפ_19965-12-18,drugs,train
תפ_37009-12-14,drugs,train
תפ_22165-08-13,drugs,train
תפ_19883-06-19,drugs,train
תפ_37932-05-20,drugs,train
תפ_32948-06-18,drugs,test
תפ_60842-12-14,drugs,train
תפ_56878-01-14,drugs,train
תפ_8516-03-12,drugs,train
תפ_23015-03-15,drugs,train
תפ_24156-11-12,drugs,train
תפ_57164-07-22,drugs,train
תפ_21355-08-18,drugs,train
תפ_691-09-19,drugs,train
תפ_28656-02-22,drugs,test
תפ_9056-06-12,drugs,train
תפ_49441-09-11,drugs,train
תפ_17921-04-22,drugs,train
תפ_50263-01-13,drugs,train
תפ_16603-06-16,drugs,train
תפ_37364-07-15,drugs,train
תפ_49008-09-14,drugs,test
תפ_38478-03-19,drugs,train
תפ_45150-03-20,drugs,train
תפ_57031-01-14,drugs,train
תפ_27553-06-22,drugs,train
תפ_4413-05-13,drugs,train
תפ_33745-01-13,drugs,train
תפ_9264-02-21,drugs,test
תפ_48316-03-20,drugs,train
תפ_34829-07-15,drugs,train
תפ_57614-05-23,drugs,test
תפ_37282-10-20,drugs,train
תפ_1436-03-22,drugs,train
תפ_45070-04-17,drugs,train
תפ_3024-03-24,drugs,test
תפ_58193-03-23,drugs,train
תפ_56648-11-23,drugs,train
תפ_16471-02-12,drugs,train
תפ_9620-11-14,drugs,train
תפ_36543-01-14,drugs,train
תפ_50319-08-18,drugs,train
תפ_68375-05-18,drugs,train
תפ_7871-06-14,drugs,test
תפ_59313-02-19,drugs,train
תפ_12906-08-16,drugs,train
תפ_36422-07-13,drugs,train
תפ_15481-02-22,drugs,train
תפ_23864-07-18,drugs,train
תפ_25277-02-13,drugs,train
תפ_2008-03-14,drugs,test
תפ_10823-06-17,drugs,train
תפ_31175-03-15,drugs,train
תפ_14449-06-13,drugs,train
תפ_4636-12-13,drugs,test
תפ_44642-02-16,drugs,train
תפ_15676-07-16,drugs,train
תפ_25603-08-15,drugs,train
תפ_36953-04-14,drugs,train
תפ_56456-03-19,drugs,train
תפ_2415-12-13,drugs,train
תפ_20854-11-19,drugs,train
תפ_20246-05-21,drugs,train
תפ_24278-11-22,drugs,train
תפ_4712-02-24,drugs,test
תפ_49034-02-19,drugs,train
תפ_6399-03-17,drugs,train
תפ_13780-01-13,drugs,train
תפ_11090-07-23,drugs,train
תפ_42673-04-12,drugs,train
תפ_35856-06-18,drugs,train
תפ_11680-11-22,drugs,train
תפ_39787-11-13,drugs,train
תפ_41803-01-16,drugs,train
תפ_40512-02-20,drugs,train
תפ_46177-07-20,drugs,train
תפ_9733-02-21,drugs,train
תפ_36558-10-12,drugs,train
תפ_51810-03-15,drugs,train
תפ_24117-05-22,drugs,train
תפ_72418-01-20,drugs,train
תפ_45791-03-13,drugs,train
תפ_31234-07-19,drugs,train
תפ_31701-07-21,drugs,train
תפ_26520-04-14,drugs,train
תפ_8707-03-20,drugs,test
תפ_1161-06-13,drugs,train
תפ_46051-06-15,drugs,train
תפ_29380-02-18,drugs,train
תפ_906-01-22,drugs,test
תפ_48527-07-15,drugs,train
תפ_60028-09-23,drugs,train
תפ_21175-01-19,drugs,train
תפ_10005-07-18,drugs,test
תפ_35169-02-18,drugs,train
תפ_41186-05-15,drugs,train
תפ_106-12,drugs,train
תפ_45599-07-14,drugs,train
תפ_607-10-13,drugs,train
תפ_28785-07-19,drugs,train
תפ_47532-04-14,drugs,train
תפ_9437-11-15,drugs,train
תפ_35686-08-21,drugs,test
תפ_68578-08-21,drugs,train
תפ_58928-03-15,drugs,test
תפ_11597-06-19,drugs,train
תפ_47319-07-15,drugs,train
תפ_22464-07-12,drugs,train
תפ_47302-02-13,drugs,train
תפ_58298-06-15,drugs,train
תפ_65684-07-17,drugs,train
תפ_52676-03-16,drugs,train
תפ_24358-07-20,drugs,train
תפ_20615-02-13,drugs,train
תפ_37803-08-20,drugs,train
תפ_62710-06-17,drugs,train
תפ_51488-07-23,drugs,train
תפ_67160-08-21,drugs,train
תפ_9736-03-16,drugs,train
תפ_19606-08-16,drugs,train
תפ_28087-12-15,drugs,train
תפ_30091-09-14,drugs,train
תפ_28997-10-16,drugs,train
תפ_30311-12-17,drugs,train
תפ_63561-01-15,drugs,train
תפ_69225-11-16,drugs,train
תפ_12042-08-13,drugs,train
תפ_8442-02-18,drugs,train
תפ_40810-08-15,drugs,train
תפ_54176-01-13,drugs,train
תפ_8204-10-13,drugs,train
תפ_61865-12-16,drugs,train
תפ_57334-05-13,drugs,train
תפ_63092-12-13,drugs,train
תפ_29790-07-15,drugs,train
תפ_51139-10-18,drugs,train
תפ_24440-10-12,drugs,train
תפ_68604-02-20,drugs,train
תפ_3717-04-14,drugs,train
תפ_16379-07-21,drugs,test
תפ_51933-05-12,drugs,train
תפ_45759-12-17,drugs,train
תפ_50219-07-15,drugs,test
תפ_37055-07-12,drugs,test
תפ_48404-07-21,drugs,train
תפ_60575-07-19,drugs,train
תפ_22981-12-22,drugs,train
תפ_58215-01-19,drugs,train
תפ_63963-12-12,drugs,train
תפ_32523-12-13,drugs,train
תפ_51520-05-19,drugs,test
תפ_68908-02-19,drugs,train
תפ_40276-11-17,drugs,train
תפ_47357-06-16,drugs,train
תפ_1581-07-15,drugs,test
תפ_34839-10-20,drugs,test
תפ_44503-10-13,drugs,train
תפ_7419-03-15,drugs,train
תפ_17316-10-16,drugs,train
תפ_46325-02-16,drugs,train
תפ_20319-10-13,drugs,train
תפ_62359-01-20,drugs,test
