cluster,label,n_member_names,n_reps,reps,cov_Hybrid-Manual,cov_Hybrid-Full,cov_GPT-Law,cov_GPT-Free,members
374,תקופת האירועים,1,2,Hybrid-Manual|Hybrid-Full,1,1,0,0,תקופת_האירועים
258,תקופת השכירות,1,2,Hybrid-Manual|Hybrid-Full,1,1,0,0,תקופת_השכירות
675,תקופת_נטילת_החשמל,1,2,GPT-Law|GPT-Free,0,0,1,1,תקופת_נטילת_החשמל
869,נזק_שנגרם,1,1,GPT-Law,0,0,45,0,נזק_שנגרם
76,חלקו_היחסי_של_הנאשם,4,1,GPT-Law,0,0,44,0,חלקו_היחסי_של_הנאשם ; חלקו_של_הנאשם ; חלקה_של_הנאשמת ; חלקו_היחסי_של_הנאשם_בסחר
1390,נזק_צפוי,1,1,GPT-Law,0,0,40,0,נזק_צפוי
672,תכנון_מוקדם,1,1,GPT-Law,0,0,34,0,תכנון_מוקדם
376,ניצול_כוח_או_מעמד,5,1,GPT-Law,0,0,32,0,ניצול_כוח_או_מעמד ; ניצול_כח_או_מעמד ; ניצול_מעמד_או_יחסים ; ניצול_מעמד_או_כוח ; ניצול_מעמד
54,יכולת_הבנה,3,1,GPT-Law,0,0,31,0,יכולת_הבנה ; יכולת_הבנה_של_הנאשם ; יכולת_הבנה_של_הנאשמת
766,אכזריות_או_ניצול,1,1,GPT-Law,0,0,29,0,אכזריות_או_ניצול
719,קרבה_לסייג_לאחריות_פלילית,2,1,GPT-Law,0,0,28,0,קרבה_לסייג_לאחריות_פלילית ; קרבה_לסייג_פלילי
217,יכולת_שליטה_במעשה,3,1,GPT-Law,0,0,27,0,יכולת_שליטה_במעשה ; יכולת_שליטה ; יכולת_שליטה_והימנעות
8,סיבות_לביצוע,2,1,GPT-Law,0,0,27,0,סיבות_לביצוע ; סיבה_לביצוע
189,כמות_קג,2,1,GPT-Law,0,0,18,0,כמות_קג ; כמות_חשיש_קג
50,האם_הנאשם_היה_בעל_שליטה_על_המעשה,8,1,GPT-Law,0,0,17,0,הנאשם_היה_בעל_שליטה_על_המעשה ; הנאשם_היה_בשליטה_על_מעשיו ; הנאשם_היה_בעל_שליטה_על_המעשים ; הנאשם_היה_בעל_שליטה_על_אמצעי_הפצה ; הנאשם_היה_בעל_שליטה_על_העבירה ; הנאשם_היה_בשליטה ; הנאשם_היה_בשליטה_מלאה_על_מעשיו ; הנאשם_היה_בשליטה_על_המעשה
306,מצוקה_נפשית_עקב_התעללות,3,1,GPT-Law,0,0,16,0,מצוקה_נפשית_עקב_התעללות ; מצוקה_נפשית_או_התגרות ; מצוקה_נפשית_או_התעללות
62,האם_הייתה_אלימות_או_אכזריות,5,1,GPT-Law,0,0,14,0,הייתה_אלימות_או_אכזריות ; הייתה_אכזריות_או_אלימות ; הייתה_אכזריות ; הייתה_אכזריות_או_ניצול ; הייתה_אלימות
223,האם_הנאשם_הבין_את_מעשיו,2,1,GPT-Law,0,0,14,0,הנאשם_הבין_את_מעשיו ; הנאשם_הבין_את_המעשה
49,האם_היה_ניצול_מעמד_או_כוח,7,1,GPT-Law,0,0,13,0,היה_ניצול_מעמד_או_כוח ; הייתה_ניצול_מעמד_או_כוח ; היה_ניצול_יחסים_או_מעמד ; היה_ניצול_מעמד ; היה_ניצול_מעמד_או_יחסים ; היה_ניצול_של_מעמד_או_יחסים ; הייתה_ניצול_של_כוח_או_מעמד
45,כמות_גרם,4,1,GPT-Law,0,0,13,0,כמות_גרם ; כמות_חשיש_גרם ; כמות_כוללת_גרם ; כמות_סמים_גרם
176,האם_הנאשם_קטין,5,1,GPT-Law,0,0,12,0,הנאשם_קטין ; הנאשם_היה_קטין ; הנאשם_הדיח_קטין ; הנאשם_היה_אחראי_לקטין ; הנאשם_ניצל_קטין
300,האם_היה_תכנון_מוקדם,3,1,GPT-Law,0,0,11,0,היה_תכנון_מוקדם ; הייתה_הכנה_ותכנון_מוקדם ; הייתה_תחכום_או_תכנון_מוקדם
456,האם_הייתה_התגרות_של_הנפגע,6,1,GPT-Law,0,0,11,0,הייתה_התגרות_של_הנפגע ; הייתה_התגרות_של_נפגע_העבירה ; הייתה_התגרות_מצד_נפגע_העבירה ; הייתה_התגרות_או_התעללות_על_ידי_נפגע ; הייתה_התגרות_מצד_הנפגע ; הייתה_התגרות_של_נפגע
10,האם_הנאשם_פעל_מתוך_מניע_כלכלי,7,1,GPT-Law,0,0,10,0,הנאשם_פעל_מתוך_מניע_כלכלי ; הנאשם_פעל_מתוך_מצוקה_נפשית ; הנאשם_פעל_מתוך_איום_או_לחץ ; הנאשם_פעל_מתוך_דחף_רגעי ; הנאשם_פעל_מתוך_התגרות_או_לחץ ; הנאשם_פעל_מתוך_לחץ_או_מצוקה ; הנאשם_פעל_מתוך_מצוקה_כלכלית
373,האם_הנאשם_היה_קרוב_לסייג_פלילי,3,1,GPT-Law,0,0,9,0,הנאשם_היה_קרוב_לסייג_פלילי ; הנאשם_היה_קרוב_לסייג_לאחריות_פלילית ; הנאשם_קרוב_לסייג_לאחריות_פלילית
1458,מצוקה_נפשית,1,1,GPT-Law,0,0,9,0,מצוקה_נפשית
33,נזק_פוטנציאלי,2,1,GPT-Law,0,0,8,0,נזק_פוטנציאלי ; היה_נזק_פוטנציאלי
1293,האם_הנאשם_היה_במצוקה_נפשית,1,1,GPT-Law,0,0,8,0,הנאשם_היה_במצוקה_נפשית
290,קרבה_לסייג_אחריות,2,1,GPT-Law,0,0,8,0,קרבה_לסייג_אחריות ; קרבה_לסייג_לאחריות
485,אכזריות_או_אלימות,2,1,GPT-Law,0,0,7,0,אכזריות_או_אלימות ; אכזריות_או_אלימות_מיוחדת
1244,האם_היו_קטינים_מעורבים,1,1,GPT-Law,0,0,7,0,היו_קטינים_מעורבים
237,האם_הייתה_מצוקה_נפשית_או_התעללות,5,1,GPT-Law,0,0,7,0,הייתה_מצוקה_נפשית_או_התעללות ; הייתה_מצוקה_נפשית_של_הנאשם ; הייתה_התגרות_או_מצוקה_נפשית ; הייתה_מצוקה_נפשית_או_התגרות ; הייתה_מצוקה_נפשית_עקב_התעללות
7,האם_הייתה_תכנית_מוקדמת,3,1,GPT-Law,0,0,7,0,הייתה_תכנית_מוקדמת ; הייתה_כוונה_מוקדמת ; הייתה_תוכנית_מוקדמת
32,כמות_קוקאין_גרם,6,1,GPT-Law,0,0,7,0,כמות_קוקאין_גרם ; כמות_קוקאין_בהחזקה_עצמית_גרם ; כמות_קוקאין_החזקה_גרם ; כמות_קוקאין_עסקה_שניה_גרם ; כמות_קוקאין_שסופקה_באישום_1_גרם ; כמות_קוקאין_שסופקה_באישום_2_גרם
354,כמות_קנבוס_גרם,5,1,GPT-Law,0,0,7,0,כמות_קנבוס_גרם ; כמות_קנביס_גרם ; כמות_קנבוס_גרם_אישום1 ; כמות_קנבוס_גרם_אישום2 ; כמות_קנבוס_החזקה_גרם
387,סעיפי חיקוק,1,1,GPT-Free,0,0,0,7,סעיפי_חיקוק
541,האם_בוצע_תכנון_מוקדם,2,1,GPT-Law,0,0,6,0,בוצע_תכנון_מוקדם ; בוצע_בתכנון_מוקדם
171,האם_הייתה_השפעה_של_אחר,4,1,GPT-Law,0,0,6,0,הייתה_השפעה_של_אחר ; הייתה_השפעה_של_אחרים ; הייתה_הסתה_או_השפעה_של_אחרים_על_הנאשם ; הייתה_השפעה_של_אחר_על_הנאשם
273,האם_הנאשם_ניצל_מעמד_או_כוח,4,1,GPT-Law,0,0,6,0,הנאשם_ניצל_מעמד_או_כוח ; הנאשם_ניצל_מעמד_או_כח ; הנאשם_ניצל_מעמדו ; הנאשם_ניצל_מעמדו_או_יחסיו
46,האם_הנאשם_פעל_במסגרת_קשר_פלילי,23,1,GPT-Law,0,0,6,0,הנאשם_פעל_במסגרת_קשר_פלילי ; הנאשם_פעל_במסגרת_קשר_טלגרם ; הנאשם_פעל_במסגרת_קשר_טלפוני ; הנאשם_פעל_במסגרת_קשר_כספי ; הנאשם_פעל_במסגרת_קשר_מאורגן ; הנאשם_פעל_במסגרת_קשר_מוצפן ; הנאשם_פעל_במסגרת_קשר_מתוכנן ; הנאשם_פעל_במסגרת_קשר_מתמשך ; הנאשם_פעל_במסגרת_קשר_סודי ; הנאשם_פעל_במסגרת_קשר_עסקי ; הנאשם_פעל_במסגרת_קשר_פיזי ; הנאשם_פעל_במסגרת_קשר_פלילי_טלגרם
47,יכולת_הימנעות,2,1,GPT-Law,0,0,6,0,יכולת_הימנעות ; יכולת_הימנעות_ושליטה
1460,האם_הייתה_קרבה_לסייג_לאחריות_פלילית,1,1,GPT-Law,0,0,5,0,הייתה_קרבה_לסייג_לאחריות_פלילית
574,האם_הנאשם_השתמש_בסם,3,1,GPT-Law,0,0,5,0,הנאשם_השתמש_בסם ; הנאשם_השתמש_בכלים_לגידול_סם ; הנאשם_השתמש_בסמים
325,האם_הנאשם_פעל_במסגרת_ארגון_או_קבוצה,3,1,GPT-Law,0,0,5,0,הנאשם_פעל_במסגרת_ארגון_או_קבוצה ; הנאשם_פעל_במסגרת_רשת_או_קבוצה ; הנאשם_פעל_במסגרת_קבוצתית
155,תוצאות חקירה,3,1,Hybrid-Full,0,5,0,0,תוצאות_חקירה ; תוצאות_החקירה ; תוצאת_חקירה
1078,אמצעי_העברה,1,1,GPT-Free,0,0,0,4,אמצעי_העברה
1421,אמצעי_תשלום,1,1,GPT-Free,0,0,0,4,אמצעי_תשלום
1389,האם_הוקמה_מעבדה,1,1,GPT-Law,0,0,4,0,הוקמה_מעבדה
9,האם_היה_נזק_פיזי_מיידי,2,1,GPT-Law,0,0,4,0,היה_נזק_פיזי_מיידי ; היה_נזק_ממשי
435,האם_הנאשם_הושפע_מאחרים,2,1,GPT-Law,0,0,4,0,הנאשם_הושפע_מאחרים ; הנאשם_הושפע_מאחר
1234,האם_הנאשם_פעל_במסגרת_ארגון_פשע,1,1,GPT-Law,0,0,4,0,הנאשם_פעל_במסגרת_ארגון_פשע
6,האם_הנאשם_פעל_במסגרת_עבריינית_מאורגנת,4,1,GPT-Law,0,0,4,0,הנאשם_פעל_במסגרת_עבריינית_מאורגנת ; הנאשם_פעל_במסגרת_רשת ; הנאשם_פעל_במסגרת_רשת_מאורגנת ; הנאשם_פעל_במסגרת_רשת_סחר
75,האם_הנאשם_פעל_במספר_מקומות,3,1,GPT-Law,0,0,4,0,הנאשם_פעל_במספר_מקומות ; הנאשם_פעל_במספר_אתרים ; הנאשם_פעל_במספר_מיקומים
204,האם_הנאשם_פעל_במספר_הזדמנויות,2,1,GPT-Law,0,0,4,0,הנאשם_פעל_במספר_הזדמנויות ; הנאשם_פעל_במספר_זהויות
1020,האם_העבירה_בוצעה_במוסד_חינוכי,1,1,GPT-Law,0,0,4,0,העבירה_בוצעה_במוסד_חינוכי
309,התגרות_נפגע,2,1,GPT-Law,0,0,4,0,התגרות_נפגע ; התגרות_נפגע_העבירה
364,כמות_הסם_אישום_1,8,1,GPT-Free,0,0,0,4,כמות_הסם_אישום_1 ; כמות_הסם_אישום_2 ; כמות_הסם_אישום_3 ; כמות_הסם_אישום_4 ; כמות_הסם_אישום_ראשון ; כמות_הסם_אישום_שני ; כמות_סם_באישום_1 ; כמות_סם_באישום_2
148,משקל_הסם_בכל_עסקה,4,1,GPT-Free,0,0,0,4,משקל_הסם_בכל_עסקה ; משקל_סם_בעסקאות ; משקל_סם_בעסקה_שניה ; משקלי_סם_בעסקאות
531,שם הנאשם,3,1,GPT-Free,0,0,0,4,שם_הנאשם ; שם_הנאשמת ; שם_נאשם
409,האם_הייתה_שליטה_על_המעשה,2,1,GPT-Law,0,0,3,0,הייתה_שליטה_על_המעשה ; הייתה_שליטה_במעשה
343,האם_הנאשם_החזיק_פיזית_בסם,2,1,GPT-Law,0,0,3,0,הנאשם_החזיק_פיזית_בסם ; הנאשם_החזיק_את_הסם_פיזית
271,האם_הנאשם_היה_בעל_יכולת_להימנע,2,1,GPT-Law,0,0,3,0,הנאשם_היה_בעל_יכולת_להימנע ; הנאשם_יכול_היה_להימנע
542,האם_הנאשם_פעל_במסגרת_מבצע_משטרתי,3,1,GPT-Law,0,0,3,0,הנאשם_פעל_במסגרת_מבצע_משטרתי ; הנאשם_פעל_במסגרת_קשר_עם_סוכן_משטרתי ; הנאשם_פעל_במסגרת_קשר_קודם_עם_משטרה
316,האם_הנאשם_פעל_במסגרת_קשר_עם_אחרים,21,1,GPT-Law,0,0,3,0,הנאשם_פעל_במסגרת_קשר_עם_אחרים ; הנאשם_פעל_במסגרת_קשר_עם_ספק_אחר ; הנאשם_פעל_במסגרת_קשר_קודם_עם_אדהם ; הנאשם_פעל_במסגרת_קשר_קודם_עם_אדם_לא_ידוע ; הנאשם_פעל_במסגרת_קשר_קודם_עם_אדם_לא_ידוע_בפסק_הדין ; הנאשם_פעל_במסגרת_קשר_קודם_עם_אדם_לא_ידוע_למאשימה ; הנאשם_פעל_במסגרת_קשר_קודם_עם_אדם_לא_מוכר ; הנאשם_פעל_במסגרת_קשר_קודם_עם_אדם_לא_מוכר_בפסק_הדין ; הנאשם_פעל_במסגרת_קשר_קודם_עם_אדם_לא_מוכר_למאשימה ; הנאשם_פעל_במסגרת_קשר_קודם_עם_אדם_לא_מזוהה ; הנאשם_פעל_במסגרת_קשר_קודם_עם_אדם_לא_מזוהה_בפסק_הדין ; הנאשם_פעל_במסגרת_קשר_קודם_עם_אדם_לא_מזוהה_למאשימה
314,האם_הנאשם_פעל_מתוך_תכנון_מוקדם,2,1,GPT-Law,0,0,3,0,הנאשם_פעל_מתוך_תכנון_מוקדם ; הנאשם_פעל_בתכנון_מוקדם
628,האם_הנאשם_פעל_להסוות_העבירה,3,1,GPT-Law,0,0,3,0,הנאשם_פעל_להסוות_העבירה ; הנאשם_פעל_להסתרת_העבירה ; הנאשם_פעל_למימון_העבירה
972,האם_הנאשם_פעל_ללא_היתר_או_רישיון,3,1,GPT-Law,0,0,3,0,הנאשם_פעל_ללא_היתר_או_רישיון ; הנאשם_פעל_ללא_היתר_או_רשיון ; הנאשם_פעל_ללא_רישיון_או_היתר
711,האם_הנאשם_פעל_למען_אחרים,3,1,GPT-Law,0,0,3,0,הנאשם_פעל_למען_אחרים ; הנאשם_פעל_למען_אחר ; הנאשם_פעל_למען_עצמו
23,האם_העבירה_בוצעה_בצוותא,2,1,GPT-Law,0,0,3,0,העבירה_בוצעה_בצוותא ; העבירה_בוצעה_ביחידות
254,האם_העבירה_בוצעה_במסגרת_משימה_משטרתית,3,1,GPT-Law,0,0,3,0,העבירה_בוצעה_במסגרת_משימה_משטרתית ; העבירה_בוצעה_במסגרת_פעילות_משטרתית ; העבירה_בוצעה_במסגרת_פעילות_משטרתית_יזומה
1459,האם_העבירה_בוצעה_לצריכה_עצמית,1,1,GPT-Law,0,0,3,0,העבירה_בוצעה_לצריכה_עצמית
274,כמות_סם_אישום_1_גרם,5,1,GPT-Law,0,0,3,0,כמות_סם_אישום_1_גרם ; כמות_סם_אישום_2_גרם ; כמות_גרם_אישום_1 ; כמות_גרם_אישום_2 ; כמות_גרם_אישום_3
256,כמות_הסם_בגרמים,3,1,GPT-Free,0,0,0,3,כמות_הסם_בגרמים ; כמות_הסם_באישום_ראשון_בגרמים ; כמות_הסם_באישום_שני_בגרמים
479,מניע_הנאשם,1,1,GPT-Law,0,0,3,0,מניע_הנאשם
11,ניצול_יחסים_אישיים,2,1,GPT-Law,0,0,3,0,ניצול_יחסים_אישיים ; ניצול_יחסים
588,ניצול_יחסים_או_כוח,2,1,GPT-Law,0,0,3,0,ניצול_יחסים_או_כוח ; ניצול_כוח_או_יחסים
123,סיבת_ביצוע,2,1,GPT-Law,0,0,3,0,סיבת_ביצוע ; סיבת_ביצוע_סחר
753,סיבת_ביצוע_העבירה,2,1,GPT-Law,0,0,3,0,סיבת_ביצוע_העבירה ; סיבת_העבירה
348,סעיפי_חוק_עיקריים,2,1,GPT-Law,0,0,3,0,סעיפי_חוק_עיקריים ; סעיף_חוק_עיקרי
589,סעיף_עבירה_עיקרית,1,1,GPT-Law,0,0,3,0,סעיף_עבירה_עיקרית
78,רמת_תכנון,2,1,GPT-Law,0,0,3,0,רמת_תכנון ; רמת_תכנון_מוקדם
798,שותפים לעבירה,1,1,Hybrid-Full,0,3,0,0,שותפים_לעבירה
671,תמורה_עסקה_שניה_שקלים,3,1,GPT-Law,0,0,3,0,תמורה_עסקה_שניה_שקלים ; תמורה_עסקה_1_בשקלים ; תמורה_עסקה_2_בשקלים
1284,אופי_העבירה,1,1,GPT-Law,0,0,2,0,אופי_העבירה
876,אופי_הקשר_עם_הסוכן,1,1,GPT-Law,0,0,2,0,אופי_הקשר_עם_הסוכן
1214,אופן_ההברחה,1,1,GPT-Free,0,0,0,2,אופן_ההברחה
938,אופן_ההובלה,1,1,GPT-Law,0,0,2,0,אופן_ההובלה
301,אופן_המעקב_והתפיסה,2,1,GPT-Free,0,0,0,2,אופן_המעקב_והתפיסה ; אופן_התפיסה
662,אופן הפעולה,2,1,GPT-Free,0,0,0,2,אופן_הפעולה ; אופן_מימון_הפעולה
1218,ארץ_המקור,1,1,GPT-Free,0,0,0,2,ארץ_המקור
12,האם_בוצע_ביחד_עם_אחרים,2,1,GPT-Law,0,0,2,0,בוצע_ביחד_עם_אחרים ; החזיק_ביחד_עם_אחרים
96,האם בוצע סחר עם סוכן משטרתי,2,1,GPT-Free,0,0,0,2,בוצע_סחר_עם_סוכן_משטרתי ; הסחר_בוצע_מול_סוכן_משטרתי
399,האם_בוצעה_נטילת_חשמל,2,1,GPT-Law,0,0,2,0,בוצעה_נטילת_חשמל ; בוצעה_נטילת_חשמל_שלא_כדין
1097,הודאה בעבירות,1,1,Hybrid-Full,0,2,0,0,הודאה_בעבירות
430,האם_הוסתר_הסם,2,1,GPT-Law,0,0,2,0,הוסתר_הסם ; הסם_הוסתר
97,האם_החזיק_כלים,2,1,GPT-Law,0,0,2,0,החזיק_כלים ; החזיק_כלים_להכנה
308,האם_החזקה_היתה_בבית_שאינו_של_הנאשם,2,1,GPT-Law,0,0,2,0,החזקה_היתה_בבית_שאינו_של_הנאשם ; הייתה_החזקה_בבית_הנאשם
198,האם_היה_נזק_פיזי_או_נפשי_לנפגע,2,1,GPT-Law,0,0,2,0,היה_נזק_פיזי_או_נפשי_לנפגע ; היה_נזק_פיזי_לנפגע
526,האם_היה_נזק_צפוי,2,1,GPT-Law,0,0,2,0,היה_נזק_צפוי ; הנזק_היה_צפוי
712,האם_היה_שימוש_בכלי_רכב,2,1,GPT-Law,0,0,2,0,היה_שימוש_בכלי_רכב ; שימוש_בכלי_רכב
81,האם_הייבוא_בוצע,2,1,GPT-Law,0,0,2,0,הייבוא_בוצע ; הייבוא_בוצע_עבור_אחרים
14,האם_הייתה_הבטחת_תגמול_כספי,2,1,GPT-Law,0,0,2,0,הייתה_הבטחת_תגמול_כספי ; הייתה_תמורה_כספית
1088,האם_הייתה_חלוקת_תפקידים,1,1,GPT-Law,0,0,2,0,הייתה_חלוקת_תפקידים
1345,האם_הייתה_פגיעה_ברכוש_צד_שלישי,1,1,GPT-Law,0,0,2,0,הייתה_פגיעה_ברכוש_צד_שלישי
1231,היקף המעבדה,1,1,GPT-Free,0,0,0,2,היקף_המעבדה
889,היקף_הסם,1,1,GPT-Free,0,0,0,2,היקף_הסם
488,האם_הנאשם_בגיר,2,1,GPT-Law,0,0,2,0,הנאשם_בגיר ; הנאשם_היה_בגיר
281,האם_הנאשם_החזיק_בסם_למטרת_סחר,2,1,GPT-Law,0,0,2,0,הנאשם_החזיק_בסם_למטרת_סחר ; הנאשם_פעל_למטרות_סחר
340,האם_הנאשם_החזיק_בסם_לצריכה_עצמית,2,1,GPT-Law,0,0,2,0,הנאשם_החזיק_בסם_לצריכה_עצמית ; הנאשם_החזיק_סם_לצריכה_עצמית
95,האם_הנאשם_החזיק_כלים_לסמים,2,1,GPT-Law,0,0,2,0,הנאשם_החזיק_כלים_לסמים ; הנאשם_פעל_במסגרת_תחנת_סמים
275,האם_הנאשם_החזיק_כסף_מזומן_מעבירות,2,1,GPT-Law,0,0,2,0,הנאשם_החזיק_כסף_מזומן_מעבירות ; הנאשם_החזיק_סכום_כסף_מזומן
307,האם_הנאשם_היה_בהשפעת_סם_בעת_העבירה,2,1,GPT-Law,0,0,2,0,הנאשם_היה_בהשפעת_סם_בעת_העבירה ; הנאשם_היה_בהשפעת_סמים_בעת_ביצוע_עבירה
210,האם_הנאשם_היה_בעל_תפקיד_מרכזי,2,1,GPT-Law,0,0,2,0,הנאשם_היה_בעל_תפקיד_מרכזי ; הנאשם_היה_הגורם_המרכזי
294,האם_הנאשם_היה_מודע_לסיכון,2,1,GPT-Law,0,0,2,0,הנאשם_היה_מודע_לסיכון ; הנאשם_פעל_במודעות_לסיכון
257,האם_הנאשם_העביר_את_הסם_לאחר,2,1,GPT-Law,0,0,2,0,הנאשם_העביר_את_הסם_לאחר ; הנאשם_העביר_סמים_לאחר
113,האם_הנאשם_השתמש_באמצעי_הסתרה_דיגיטליים,2,1,GPT-Law,0,0,2,0,הנאשם_השתמש_באמצעי_הסתרה_דיגיטליים ; הנאשם_השתמש_בשיטות_הסתרה
181,האם_הנאשם_השתמש_באמצעי_הצפנה,2,1,GPT-Law,0,0,2,0,הנאשם_השתמש_באמצעי_הצפנה ; הנאשם_השתמש_באמצעים_להסתרת_העבירה
17,האם_הנאשם_התגורר_במקום,2,1,GPT-Law,0,0,2,0,הנאשם_התגורר_במקום ; הנאשם_שכר_את_המקום
1296,האם_הנאשם_ניצל_אחרים,1,1,GPT-Law,0,0,2,0,הנאשם_ניצל_אחרים
1408,האם_הנאשם_פעל_באלימות_או_אכזריות,1,1,GPT-Law,0,0,2,0,הנאשם_פעל_באלימות_או_אכזריות
312,האם_הנאשם_פעל_במסגרת_יחסי_תלות,2,1,GPT-Law,0,0,2,0,הנאשם_פעל_במסגרת_יחסי_תלות ; הנאשם_פעל_מתוך_תלות_באחר
214,האם_הנאשם_פעל_במסגרת_משפחתית,2,1,GPT-Law,0,0,2,0,הנאשם_פעל_במסגרת_משפחתית ; הנאשם_פעל_במסגרת_קשר_קודם_עם_משפחתו
80,האם_הנאשם_פעל_במסגרת_קשר_עם_לקוחות_אנונימיים,44,1,GPT-Law,0,0,2,0,הנאשם_פעל_במסגרת_קשר_עם_לקוחות_אנונימיים ; הנאשם_פעל_במסגרת_קשר_עם_לקוחות_חדשים ; הנאשם_פעל_במסגרת_קשר_עם_לקוחות_מגוונים ; הנאשם_פעל_במסגרת_קשר_עם_לקוחות_מזדמנים ; הנאשם_פעל_במסגרת_קשר_עם_לקוחות_ממגוון_אזורים_אחרים ; הנאשם_פעל_במסגרת_קשר_עם_לקוחות_ממגוון_אזורים_ביטחוניים ; הנאשם_פעל_במסגרת_קשר_עם_לקוחות_ממגוון_אזורים_גיאוגרפיים ; הנאשם_פעל_במסגרת_קשר_עם_לקוחות_ממגוון_אזורים_דתיים ; הנאשם_פעל_במסגרת_קשר_עם_לקוחות_ממגוון_אזורים_חברתיים ; הנאשם_פעל_במסגרת_קשר_עם_לקוחות_ממגוון_אזורים_חינוכיים ; הנאשם_פעל_במסגרת_קשר_עם_לקוחות_ממגוון_אזורים_כלכליים ; הנאשם_פעל_במסגרת_קשר_עם_לקוחות_ממגוון_אזורים_מגורים
981,האם_הנאשם_פעל_לבקשת_אחר,1,1,GPT-Law,0,0,2,0,הנאשם_פעל_לבקשת_אחר
338,האם_הנאשם_פעל_ללא_רווח_אישי,2,1,GPT-Law,0,0,2,0,הנאשם_פעל_ללא_רווח_אישי ; הנאשם_פעל_לשם_רווח_אישי
1171,האם_הנאשם_קיבל_תמורה_כספית,1,1,GPT-Law,0,0,2,0,הנאשם_קיבל_תמורה_כספית
129,האם_העבירה_בוצעה_במסגרת_יחידנית_או_קבוצתית,2,1,GPT-Law,0,0,2,0,העבירה_בוצעה_במסגרת_יחידנית_או_קבוצתית ; העבירה_בוצעה_במסגרת_קבוצתית
370,האם_העבירה_בוצעה_במספר_מועדים,2,1,GPT-Law,0,0,2,0,העבירה_בוצעה_במספר_מועדים ; העבירות_בוצעו_במספר_מועדים
649,האם_העבירה_בוצעה_במקום_ציבורי,2,1,GPT-Law,0,0,2,0,העבירה_בוצעה_במקום_ציבורי ; העבירה_בוצעה_במקומות_ציבוריים
700,האם_העבירה_בוצעה_במרתף,2,1,GPT-Law,0,0,2,0,העבירה_בוצעה_במרתף ; העבירה_בוצעה_בתמורה
320,האם_העבירה_בוצעה_בקרבת_בית_ספר,2,1,GPT-Law,0,0,2,0,העבירה_בוצעה_בקרבת_בית_ספר ; העבירה_בוצעה_בתוך_בית_ספר
356,האם_העבירה_בוצעה_בתמורה_כספית,2,1,GPT-Law,0,0,2,0,העבירה_בוצעה_בתמורה_כספית ; העבירות_בוצעו_בתמורה_כספית
1209,האם_העבירה_בוצעה_למטרות_מסחריות,1,1,GPT-Law,0,0,2,0,העבירה_בוצעה_למטרות_מסחריות
1467,האם_הקורבן_קטין,1,1,GPT-Law,0,0,2,0,הקורבן_קטין
264,זהות_המעורבים,2,1,GPT-Free,0,0,0,2,זהות_המעורבים ; זהות_חלק_מהמעורבים
1028,זמן המפגש,2,1,Hybrid-Full,0,2,0,0,זמן_המפגש ; זמן_המפגשים
1131,יכולת_הבנה_ושליטה,1,1,GPT-Law,0,0,2,0,יכולת_הבנה_ושליטה
87,כלי תקשורת,2,1,Hybrid-Manual,2,0,0,0,כלי_תקשורת ; כלי_תקשורת_לסחר
647,כמות חשיש,1,1,GPT-Free,0,0,0,2,כמות_חשיש
547,כמות חשמל נגנבת,2,1,Hybrid-Manual,2,0,0,0,כמות_חשמל_נגנבת ; כמות_חשמל_שנגנבה
579,כמות_יחידות,1,1,GPT-Law,0,0,2,0,כמות_יחידות
133,כמות_קטמין_גרם,3,1,GPT-Law,0,0,2,0,כמות_קטמין_גרם ; כמות_קטמין_החזקה_גרם ; כמות_קטמין_נמכר_גרם
866,מאפיינים_נוספים,1,1,GPT-Law,0,0,2,0,מאפיינים_נוספים
135,מועד היציאה מישראל,2,1,GPT-Free,0,0,0,2,מועד_היציאה_מישראל ; מועד_הנחיתה_בישראל
791,מועד_המעצר,1,1,GPT-Free,0,0,0,2,מועד_המעצר
519,מועד קבלת הסם,1,1,GPT-Free,0,0,0,2,מועד_קבלת_הסם
245,מיקום התפיסה,2,1,Hybrid-Manual,2,0,0,0,מיקום_התפיסה ; מקום_התפיסה
1076,מסלול הטיסה,1,1,Hybrid-Full,0,2,0,0,מסלול_הטיסה
224,מספר טיסות,2,1,Hybrid-Manual,2,0,0,0,מספר_טיסות ; מספר_טיסות_לחול
218,מספר טלפון הסוכן,2,1,Hybrid-Manual,2,0,0,0,מספר_טלפון_הסוכן ; מספר_טלפון_של_הסוכן
285,מספר_עבירות_אחזקת_סם_שלא_לצריכה_עצמית,3,1,GPT-Law,0,0,2,0,מספר_עבירות_אחזקת_סם_שלא_לצריכה_עצמית ; מספר_עבירות_החזקה_לא_לצריכה_עצמית ; מספר_עבירות_החזקה_לצריכה_עצמית
942,מספר_פסלונים,1,1,GPT-Free,0,0,0,2,מספר_פסלונים
102,מעורבות צדדים נוספים,2,1,Hybrid-Manual,2,0,0,0,מעורבות_צדדים_נוספים ; מעורבים_נוספים
40,מקום_החזקה,2,1,GPT-Law,0,0,2,0,מקום_החזקה ; מקום_החזקה_וסחר
633,מקום היבוא,1,1,GPT-Free,0,0,0,2,מקום_היבוא
1324,מקום_הכניסה_לישראל,1,1,GPT-Free,0,0,0,2,מקום_הכניסה_לישראל
1211,משך_העבירה,1,1,GPT-Law,0,0,2,0,משך_העבירה
157,משך_הפעילות_בימים,2,1,GPT-Law,0,0,2,0,משך_הפעילות_בימים ; משך_התכנון_בימים
